Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Kaan Soral,Türkiye,,316,52.67%,53/285,81.75%,Silver,,,,,,,
2007,Ahmet Rıdvan Duran,Türkiye,,211,35.17%,125/285,56.49%,Bronze,,,,,,,
2007,Burak Şimşek,Türkiye,,,,,,,,,,,,,
2007,Arif Oğuz Yıldız,Türkiye,,,,,,,,,,,,,
2006,Ahmet Rıdvan Duran,Türkiye,,311,51.83%,78/282,72.70%,Bronze,,,,,,,
2006,Emre Toraman,Türkiye,,,,,,,,,,,,,
2006,Nevzat Sevim,Türkiye,,,,,,,,,,,,,
2006,Ömer Mücahit Temel,Türkiye,,,,,,,,,,,,,
2005,Oğuz Kaya,Türkiye,,330,55.00%,103/276,63.04%,Bronze,,,,,,,
2005,Mahmut Sami Taş,Türkiye,,,,,,,,,,,,,
2005,Emre Toraman,Türkiye,,,,,,,,,,,,,
2005,Emre Varol,Türkiye,,,,,,,,,,,,,
2004,Hakan Yıldız,Türkiye,,375,62.50%,62/291,79.04%,Silver,,,,,,,
2004,Mahmut Sami Taş,Türkiye,,360,60.00%,76/291,74.23%,Bronze,,,,,,,
2004,Soner Yılmaz,Türkiye,,,,,,,,,,,,,
2004,Tunay Gür,Türkiye,,,,,,,,,,,,,
2003,Abdullah Akçe,Türkiye,,260.3,43.38%,66/265,75.47%,Silver,,,,,,,
2003,Hakan Yıldız,Türkiye,,252.9,42.15%,70/265,73.96%,Bronze,,,,,,,
2003,Enver Kayaaslan,Türkiye,,,,,,,,,,,,,
2003,Soner Yılmaz,Türkiye,,,,,,,,,,,,,
2002,Sedat Gökalp,Türkiye,,272,45.33%,34/276,88.04%,Silver,,,,,,,
2002,Şemsi Cihan Yücel,Türkiye,,244,40.67%,57/276,79.71%,Silver,,,,,,,
2002,Mustafa Ömer Kılavuz,Türkiye,,161,26.83%,117/276,57.97%,Bronze,,,,,,,
2002,Osman Celep,Türkiye,,143,23.83%,134/276,51.81%,Bronze,,,,,,,
2001,Şemsi Cihan Yücel,Türkiye,,180,30.00%,113/272,58.82%,Bronze,,,,,,,
2001,İzzet Çağrı Baykan,Türkiye,,174,29.00%,116/272,57.72%,Bronze,,,,,,,
2001,Sedat Gökalp,Türkiye,,159,26.50%,127/272,53.68%,Bronze,,,,,,,
2001,Hilmi Yıldırım,Türkiye,,,,,,,,,,,,,
2000,Nevzat Onur Domaniç,Türkiye,,410,58.57%,66/278,76.62%,Silver,,,,,,,
2000,E. Serdar Ayaz,Türkiye,,346,49.43%,95/278,66.19%,Bronze,,,,,,,
2000,Hasan Metin Aktulga,Türkiye,,,,,,,,,,,,,
2000,Mehmet Akif Gülsün,Türkiye,,,,,,,,,,,,,
1999,Şükrü Tikveş,Türkiye,,251,41.83%,53/253,79.45%,Silver,,,,,,,
1999,Fatih Gelgi,Türkiye,,195,32.50%,89/253,65.22%,Bronze,,,,,,,
1999,Ali Kemal Sinop,Türkiye,,,,,,,,,,,,,
1999,Nevzat Onur Domaniç,Türkiye,,,,,,,,,,,,,
1999,Gokhan Ozaltay,Türkiye 2,,,,,,,,,,,,,
1999,Ahmet Burukan,Türkiye 2,,,,,,,,,,,,,
1999,Izzet Zorlu,Türkiye 2,,,,,,,,,,,,,
1999,Ezgi Alhun,Türkiye 2,,,,,,,,,,,,,
1998,Barış Temelkuran,Türkiye,,580,82.86%,31/241,87.55%,Silver,,,,,,,
1998,Şükrü Tikveş,Türkiye,,520,74.29%,49/241,80.08%,Silver,,,,,,,
