Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2013,John Chen,Trinidad and Tobago,,79,13.17%,238/299,20.74%,,,,,,,,
2012,John Chen,Trinidad and Tobago,,23,3.83%,287/310,7.74%,,,,,,,,
2012,Zachary Subran-Ganesh,Trinidad and Tobago,,14,2.33%,291/310,6.45%,,,,,,,,
2010,Bjorn Ramroop,Trinidad and Tobago,339,41.34%,235/297,21.21%,,,,,,,,,
2010,John Chen,Trinidad and Tobago,247,30.12%,260/297,12.79%,,,,,,,,,
2010,Zachary Subran-Ganesh,Trinidad and Tobago,50,6.10%,288/297,3.37%,,,,,,,,,
2006,Michael Sahadeo,Trinidad and Tobago,,,,,,,,,,,,,
2006,Stefan Khan,Trinidad and Tobago,,,,,,,,,,,,,
2004,Siddharth Kamath,Trinidad and Tobago,,,,,,,,,,,,,
2004,Vivek Maharajh,Trinidad and Tobago,,,,,,,,,,,,,
2003,Dennis Ramdass,Trinidad and Tobago,,,,,,,,,,,,,
2003,Nissan Pow,Trinidad and Tobago,,,,,,,,,,,,,
2003,Vivek Maharajh,Trinidad and Tobago,,,,,,,,,,,,,
2003,Siddharth Kamath,Trinidad and Tobago,,,,,,,,,,,,,
2001,Xin Zheng,Trinidad and Tobago,,167,27.83%,122/272,55.51%,Bronze,,,,,,,
2000,Xin Zheng,Trinidad and Tobago,,295,42.14%,111/278,60.43%,Bronze,,,,,,,
2000,Sherwin Ragoonanan,Trinidad and Tobago,,,,,,,,,,,,,
2000,Ryan Cipriani,Trinidad and Tobago,,,,,,,,,,,,,
1999,Xin Zheng,Trinidad and Tobago,,,,,,,,,,,,,
1999,Cheng-Ning Pu,Trinidad and Tobago,,,,,,,,,,,,,
1998,William Blackwell,Trinidad and Tobago,,120,17.14%,173/241,28.63%,,,,,,,,
1998,Cheng-Ning Pu,Trinidad and Tobago,,110,15.71%,181/241,25.31%,,,,,,,,
1998,Christopher Brereton,Trinidad and Tobago,,20,2.86%,217/241,10.37%,,,,,,,,
1998,Ryan Cipriani,Trinidad and Tobago,,0,0.00%,222/241,8.30%,,,,,,,,
1997,William Blackwell,Trinidad and Tobago,,74,12.33%,180/221,19.00%,,,,,,,,
1997,Cheng-Ning Pu,Trinidad and Tobago,,63,10.50%,189/221,14.93%,,,,,,,,
1997,Cheng-Huan Pu,Trinidad and Tobago,,5,0.83%,213/221,4.07%,,,,,,,,
1997,Yogishwar Maharaj,Trinidad and Tobago,,0,0.00%,215/221,3.17%,,,,,,,,
1996,Walter Kattick,Trinidad and Tobago,,36,18.00%,193/220,12.73%,,,,,,,,
1996,Ravi Ramkissoon,Trinidad and Tobago,,29,14.50%,199/220,10.00%,,,,,,,,
1996,Cheng-Ning Pu,Trinidad and Tobago,,28,14.00%,200/220,9.55%,,,,,,,,
1996,Don Martin,Trinidad and Tobago,,0,0.00%,215/220,2.73%,,,,,,,,
1995,Ravi Ramkissoon,Trinidad and Tobago,,102,51.00%,81/210,61.90%,Bronze,,,,,,,
1995,Colin Maughan,Trinidad and Tobago,,35,17.50%,169/210,20.00%,,,,,,,,
1995,Nishan Ragoonanan,Trinidad and Tobago,,11,5.50%,188/210,10.95%,,,,,,,,
1995,Navin Parray,Trinidad and Tobago,,6,3.00%,194/210,8.10%,,,,,,,,
1994,Richard Williams,Trinidad and Tobago,,,,,,,,,,,,,
1994,Weslynne Ashton,Trinidad and Tobago,,,,,,,,,,,,,
1994,Jason Winter-Roach,Trinidad and Tobago,,,,,,,,,,,,,
1994,Allan Sahadeo,Trinidad and Tobago,,,,,,,,,,,,,
1992,Geoff LeeSeyon,Trinidad and Tobago,,,,,,,,,,,,,
1992,Mark Seurattan,Trinidad and Tobago,,,,,,,,,,,,,
1992,Youssef Bouguerra,Trinidad and Tobago,,,,,,,,,,,,,
1992,Brian Julia Lalla,Trinidad and Tobago,,,,,,,,,,,,,
