Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Hayk Saribekyan,Armenia,,,,,,,,,,,,,
2006,Armen Mnatsakanyan,Armenia,,263,43.83%,104/282,63.48%,Bronze,,,,,,,
2006,Karapet Kostandyan,Armenia,,,,,,,,,,,,,
2006,Aram Shatakhtsyan,Armenia,,,,,,,,,,,,,
2006,Vahagn Nalbandyan,Armenia,,,,,,,,,,,,,
2005,Vahe Musoyan,Armenia,,511,85.17%,20/276,93.12%,Gold,,,,,,,
2005,Armen Mnatsakanyan,Armenia,,,,,,,,,,,,,
2005,Armen Tsirunyan,Armenia,,,,,,,,,,,,,
2005,Vahe Gulyan,Armenia,,,,,,,,,,,,,
2004,Vahe Musoyan,Armenia,,335,55.83%,91/291,69.07%,Bronze,,,,,,,
2004,Hayk Hayotsyan,Armenia,,,,,,,,,,,,,
2004,Mkrtich Soghomonyan,Armenia,,,,,,,,,,,,,
2004,Vahe Gulyan,Armenia,,,,,,,,,,,,,
2003,Vahe Musoyan,Armenia,,199.3,33.22%,110/265,58.87%,Bronze,,,,,,,
2003,Sargis Gevorgyan,Armenia,,173.1,28.85%,132/265,50.57%,Bronze,,,,,,,
2003,Hayk Hayotsyan,Armenia,,,,,,,,,,,,,
2003,Levon Haykazyan,Armenia,,,,,,,,,,,,,
2002,Davit Haykazyan,Armenia,,164,27.33%,113/276,59.42%,Bronze,,,,,,,
2002,Vahan Simonyan,Armenia,,,,,,,,,,,,,
2001,Davit Haykazyan,Armenia,,,,,,,,,,,,,
2001,Ruben Hakopian,Armenia,,,,,,,,,,,,,
2001,Minas Belluyan,Armenia,,,,,,,,,,,,,
2001,Vahan Simonyan,Armenia,,,,,,,,,,,,,
2000,Areg Beketovski,Armenia,,,,,,,,,,,,,
2000,Sevak Mkrtchyan,Armenia,,,,,,,,,,,,,
2000,Minas Belluyan,Armenia,,,,,,,,,,,,,
2000,David Harutyunyan,Armenia,,,,,,,,,,,,,
1999,Artak Koshtoyan,Armenia,,,,,,,,,,,,,
1999,Sevada Gurjyan,Armenia,,,,,,,,,,,,,
1999,Sevak Mkrtchyan,Armenia,,,,,,,,,,,,,
1999,David Harutyunyan,Armenia,,,,,,,,,,,,,
1998,Grigor Geoletsyan,Armenia,,90,12.86%,187/241,22.82%,,,,,,,,
1998,Artak Koshtoyan,Armenia,,40,5.71%,207/241,14.52%,,,,,,,,
1998,Samvel Poghosyan,Armenia,,40,5.71%,207/241,14.52%,,,,,,,,
1998,Sevada Gurjyan,Armenia,,0,0.00%,222/241,8.30%,,,,,,,,
1996,Sahak Petrosyan,Armenia,,32,16.00%,196/220,11.36%,,,,,,,,
1996,Ashot Hayrapetyan,Armenia,,20,10.00%,204/220,7.73%,,,,,,,,
1996,Vahagn Pogosyan,Armenia,,20,10.00%,204/220,7.73%,,,,,,,,
1996,Ara Hayrapetyan,Armenia,,13,6.50%,210/220,5.00%,,,,,,,,
