Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
1996,Vjačeslavs Kaščejevs,Latvia,,109,54.50%,102/220,54.09%,Bronze,,,,,,,
1996,Krists Boitmanis,Latvia,,108,54.00%,106/220,52.27%,Bronze,,,,,,,
1996,Indulis Paičs,Latvia,,66,33.00%,158/220,28.64%,,,,,,,,
1995,Aigars Zaube,Latvia,,93,46.50%,100/210,52.86%,Bronze,,,,,,,
1995,Gustavs Galdiņš,Latvia,,89,44.50%,107/210,49.52%,Bronze,,,,,,,
1995,Jānis Lešinskis,Latvia,,75,37.50%,125/210,40.95%,,,,,,,,
1995,Aleksandrs Sļivkins,Latvia,,61,30.50%,139/210,34.29%,,,,,,,,
1994,Sergejs Nagibins,Latvia,,85,42.50%,60/189,68.78%,Bronze,,,,,,,
1994,Gustavs Galdiņš,Latvia,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Uldis Briedis,Latvia,,,,,,,,,,,,,
1994,Kārlis Hiršfelds,Latvia,,,,,,,,,,,,,
1993,Valdis Kauķis,Latvia,,164,82.00%,34/155,78.71%,Silver,,,,,,,
1993,Armands Lazdiņš,Latvia,,163,81.50%,35/155,78.06%,Silver,,,,,,,
1993,Ģirts Linde,Latvia,,126,63.00%,76/155,51.61%,Bronze,,,,,,,
1993,Dāvis Kūlis,Latvia,,,,,,,,,,,,,
1992,Ģirts Karnītis,Latvia,,185,92.50%,30/171,83.04%,Silver,,,,,,,
1992,Andris Galvāns,Latvia,,139,69.50%,75/171,56.73%,Bronze,,,,,,,
1992,Armands Lazdiņš,Latvia,,,,,,,,,,,,,
1992,Ēriks Mieriņš,Latvia,,,,,,,,,,,,,
