Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2010,Raymond Kang Seng Ing,Singapore,687,83.78%,22/297,92.93%,Gold,,,,,,,,
2010,Chin Zhan Xiong,Singapore,685,83.54%,26/297,91.58%,Silver,,,,,,,,
2010,Shen Chuanqi,Singapore,566,69.02%,124/297,58.59%,Bronze,,,,,,,,
2010,Daniel Wong Lin Kit,Singapore,560,68.29%,132/297,55.89%,Bronze,,,,,,,,
2009,Chiam Jia-Han,Singapore,583,72.88%,35/301,88.70%,Silver,,,,,,,,
2009,Chin Zhan Xiong,Singapore,543,67.88%,49/301,84.05%,Silver,,,,,,,,
2009,Raymond Kang Seng Ing,Singapore,454,56.75%,97/301,68.11%,Bronze,,,,,,,,
2009,Lim Wei Zhong,Singapore,413,51.62%,132/301,56.48%,Bronze,,,,,,,,
2008,Lim Wei Quan,Singapore,,292,48.67%,32/283,89.05%,Silver,,,,,,,
2008,Lim Wei Zhong,Singapore,,210,35.00%,84/283,70.67%,Bronze,,,,,,,
2008,Chiam Jia-Han,Singapore,,202,33.67%,88/283,69.26%,Bronze,,,,,,,
2008,Chin Zhan Xiong,Singapore,,142,23.67%,132/283,53.71%,Bronze,,,,,,,
2007,Foo Chuan Yu,Singapore,,298,49.67%,65/285,77.54%,Silver,,,,,,,
2007,Lim Wei Quan,Singapore,,248,41.33%,101/285,64.91%,Bronze,,,,,,,
2007,Chiam Jia-Han,Singapore,,210,35.00%,126/285,56.14%,Bronze,,,,,,,
2007,Koh Zi Chun,Singapore,,,,,,,,,,,,,
2006,Koh Pang Wei,Singapore,,254,42.33%,115/282,59.57%,Bronze,,,,,,,
2006,Koh Zi Chun,Singapore,,219,36.50%,144/282,49.29%,Bronze,,,,,,,
2006,Lim Wei Quan,Singapore,,,,,,,,,,,,,
2006,Lim Zhuo Min,Singapore,,,,,,,,,,,,,
2005,Foo Chuan Yu,Singapore,,305,50.83%,119/276,57.25%,Bronze,,,,,,,
2005,Koh Pang Wei,Singapore,,,,,,,,,,,,,
2005,Lim Zhuo Min,Singapore,,,,,,,,,,,,,
2005,Koh Zi Chun,Singapore,,,,,,,,,,,,,
2004,Daniel Chia Jin Hao,Singapore,,480,80.00%,12/291,96.22%,Gold,,,,,,,
2004,Tam Wai Lun,Singapore,,335,55.83%,91/291,69.07%,Bronze,,,,,,,
2004,Liang Jun Jie,Singapore,,,,,,,,,,,,,
2004,Sim Yan Chuan,Singapore,,,,,,,,,,,,,
2003,Liang Jun Jie,Singapore,,226.9,37.82%,89/265,66.79%,Bronze,,,,,,,
2003,Lawrence Tan Kee Tee,Singapore,,,,,,,,,,,,,
2003,Mak Mun Thye,Singapore,,,,,,,,,,,,,
2003,Daniel Chia Jin Hao,Singapore,,,,,,,,,,,,,
2002,Ngiam Jiquan,Singapore,,235,39.17%,61/276,78.26%,Silver,,,,,,,
2002,Nabil Christopher Moh Heng Ping,Singapore,,232,38.67%,63/276,77.54%,Silver,,,,,,,
2002,Lawrence Tan Kee Tee,Singapore,,,,,,,,,,,,,
2002,Liang Jun Jie,Singapore,,,,,,,,,,,,,
2001,Nabil Christopher Moh Heng Ping,Singapore,,417,69.50%,13/272,95.59%,Gold,,,,,,,
2001,Tay Kah Keng,Singapore,,386,64.33%,21/272,92.65%,Gold,,,,,,,
2001,Tay Kah Seng,Singapore,,319,53.17%,47/272,83.09%,Silver,,,,,,,
2001,Chiu Jiawei,Singapore,,297,49.50%,53/272,80.88%,Silver,,,,,,,
2000,Tay Kah Keng,Singapore,,540,77.14%,25/278,91.37%,Silver,,,,,,,
2000,Tay Kah Seng,Singapore,,445,63.57%,51/278,82.01%,Silver,,,,,,,
2000,Nabil Christopher Moh Heng Ping,Singapore,,300,42.86%,106/278,62.23%,Bronze,,,,,,,
2000,Foo Chuan Sheng,Singapore,,,,,,,,,,,,,
1999,Tay Kah Keng,Singapore,,290,48.33%,38/253,85.38%,Silver,,,,,,,
1999,Kelvin Lim Chen Hao,Singapore,,247,41.17%,55/253,78.66%,Silver,,,,,,,
1999,Lim Hong Ping,Singapore,,238,39.67%,59/253,77.08%,Silver,,,,,,,
1999,Yuen Siu Hong,Singapore,,,,,,,,,,,,,
1998,Chan Sin Huan,Singapore,,350,50.00%,111/241,54.36%,Bronze,,,,,,,
1998,Tan Chun Kiat,Singapore,,310,44.29%,120/241,50.62%,Bronze,,,,,,,
1998,Chiu Jiawei,Singapore,,120,17.14%,173/241,28.63%,,,,,,,,
1998,Leong Derek,Singapore,,110,15.71%,181/241,25.31%,,,,,,,,
1997,Wong Lijie,Singapore,,366,61.00%,20/221,91.40%,Silver,,,,,,,
1997,Teng Junbin,Singapore,,275,45.83%,64/221,71.49%,Bronze,,,,,,,
1997,Steven Chan Chee Jin,Singapore,,227,37.83%,92/221,58.82%,Bronze,,,,,,,
1997,Lim Hong Ping,Singapore,,216,36.00%,101/221,54.75%,Bronze,,,,,,,
1996,Kang Chun Siong,Singapore,,184,92.00%,9/220,96.36%,Gold,,,,,,,
1996,Wong Lijie,Singapore,,116,58.00%,84/220,62.27%,Bronze,,,,,,,
1996,Yeo Chuo Hao,Singapore,,79,39.50%,140/220,36.82%,,,,,,,,
1996,Chia Peir Wei,Singapore,,64,32.00%,162/220,26.82%,,,,,,,,
1995,Loh Shanming,Singapore,,145,72.50%,26/210,88.10%,Silver,,,,,,,
1995,Kang Chun Siong,Singapore,,115,57.50%,62/210,70.95%,Bronze,,,,,,,
1995,Chia Tee Kiah,Singapore,,90,45.00%,105/210,50.48%,Bronze,,,,,,,
1995,Lin Wenbang,Singapore,,44,22.00%,157/210,25.71%,,,,,,,,
1994,Koh Beng Liang,Singapore,,139,69.50%,20/189,89.95%,Silver,,,,,,,
1994,Chai Kian Ming,Singapore,,81,40.50%,63/189,67.20%,Bronze,,,,,,,
1994,Goh Hock Meng,Singapore,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Yeo Chuo Hao,Singapore,,,,,,,,,,,,,
1993,Koh Beng Liang,Singapore,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Chai Kian Ming,Singapore,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Ong Hong Yang,Singapore,,127,63.50%,74/155,52.90%,Bronze,,,,,,,
1993,Loong Chee-Yuh,Singapore,,,,,,,,,,,,,
1992,Melvin Leok Boon Tiong,Singapore,,170,85.00%,47/171,73.10%,Bronze,,,,,,,
1992,Brian Tan Kong Hwee,Singapore,,,,,,,,,,,,,
1992,Johnny Lim Yuen Chen,Singapore,,,,,,,,,,,,,
1992,Hector Yee Yangli,Singapore,,,,,,,,,,,,,
