Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2024,Muhammad Umair Ahmad Mirza,Pakistan,240.75,40.12%,147/353,58.64%,Bronze,,,,,,,,
2024,Kaleem Raza Syed,Pakistan,226.97,37.83%,168/353,52.69%,Bronze,,,,,,,,
2024,Muhammad Saram,Pakistan,209.83,34.97%,185/353,47.88%,Honourable Mention,,,,,,,,
2024,Ghulam Junaid,Pakistan,180.47,30.08%,226/353,36.26%,,,,,,,,,
