Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2024,Adam Gąsienica-Samek,Poland,,476.22,79.37%,2/353,99.72%,Gold,,,,,,,
2024,Rafał Mańczyk,Poland,,389.84,64.97%,19/353,94.90%,Gold,,,,,,,
2024,Kajetan Ramsza,Poland,,358.97,59.83%,32/353,91.22%,Silver,,,,,,,
2024,Jan Gwiazda,Poland,,356.19,59.37%,34/353,90.65%,Silver,,,,,,,
2023,Antoni Buraczewski,Poland,,490.5,81.75%,3/350,99.43%,Gold,,,,,,,
2023,Adam Gąsienica-Samek,Poland,,277.5,46.25%,51/350,85.71%,Silver,,,,,,,
2023,Rafał Mańczyk,Poland,,224.0,37.33%,91/350,74.29%,Bronze,,,,,,,
2023,Olaf Targowski,Poland,,209.5,34.92%,107/350,69.71%,Bronze,,,,,,,
2022,Kacper Paciorek,Poland,,398.10,66.35%,32/349,91.12%,Silver,,,,,,,
2022,Jan Strzeszyński,Poland,,394.00,65.67%,35/349,90.26%,Silver,,,,,,,
2022,Michał Stawarz,Poland,,341.58,56.93%,46/349,87.11%,Silver,,,,,,,
2022,Jeremiasz Preiss,Poland,,199.75,33.29%,128/349,63.61%,Bronze,,,,,,,
2021,Jan Strzeszyński,Poland,,416,69.33%,15/351,96.01%,Gold,,,,,,,
2021,Antoni Buraczewski,Poland,,344,57.33%,39/351,89.17%,Silver,,,,,,,
2021,Bartłomiej Czarkowski,Poland,,341,56.83%,43/351,88.03%,Silver,,,,,,,
2021,Daniel Soboński,Poland,,201,33.50%,177/351,49.86%,,,,,,,,
2020,Michał Staniewski,Poland,,409.71,68.28%,51/343,85.42%,Silver,,,,,,,
2020,Mieszko Grodzicki,Poland,,379.43,63.24%,64/343,81.63%,Silver,,,,,,,
2020,Adam Górkiewicz,Poland,,377.00,62.83%,66/343,81.05%,Silver,,,,,,,
2020,Tomasz Nowak,Poland,,335.14,55.86%,87/343,74.93%,Bronze,,,,,,,
2019,Mieszko Grodzicki,Poland,,337.98,56.33%,74/327,77.68%,Silver,,,,,,,
2019,Jakub Wasilewski,Poland,,334.46,55.74%,76/327,77.06%,Silver,,,,,,,
2019,Marek Skiba,Poland,,289.00,48.17%,118/327,64.22%,Bronze,,,,,,,
2019,Mikołaj Stępiński,Poland,,197.00,32.83%,224/327,31.80%,,,,,,,,
2018,Mariusz Trela,Poland,,347,57.83%,22/335,93.73%,Gold,,,,,,,
2018,Anadi Agrawal,Poland,,336,56.00%,25/335,92.84%,Gold,,,,,,,
2018,Kacper Kluk,Poland,,287,47.83%,72/335,78.81%,Silver,,,,,,,
2018,Dawid Jamka,Poland,,234,39.00%,120/335,64.48%,Bronze,,,,,,,
