Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Félix Miravé,Spain,,,,,,,,,,,,,
2007,Juan José González Herrero,Spain,,,,,,,,,,,,,
2007,Anna Curell,Spain,,,,,,,,,,,,,
2007,Daniel Mateos,Spain,,,,,,,,,,,,,
2006,Carlos Ballesteros,Spain,,220,36.67%,141/282,50.35%,Bronze,,,,,,,
2006,Jordi Graells Vilella,Spain,,,,,,,,,,,,,
2006,Juan José González Herrero,Spain,,,,,,,,,,,,,
2006,Juan Pedro Bolivar Puente,Spain,,,,,,,,,,,,,
2005,Ricardo Martin,Spain,,308,51.33%,117/276,57.97%,Bronze,,,,,,,
2005,Jordi Graells Vilella,Spain,,,,,,,,,,,,,
2005,Roger Isanta,Spain,,,,,,,,,,,,,
2005,Joan Bel,Spain,,,,,,,,,,,,,
2004,Guillem Palou,Spain,,,,,,,,,,,,,
2004,Joan Bel,Spain,,,,,,,,,,,,,
2004,Ricardo Martin,Spain,,,,,,,,,,,,,
2004,Roger Isanta,Spain,,,,,,,,,,,,,
2003,Raul Vinyes,Spain,,,,,,,,,,,,,
2003,Xavier Roca,Spain,,,,,,,,,,,,,
2003,Marc Ferrer,Spain,,,,,,,,,,,,,
2003,Guillem Palou,Spain,,,,,,,,,,,,,
2002,Tomàs Lloret,Spain,,186,31.00%,95/276,65.94%,Bronze,,,,,,,
2002,Antoni-Italo de Moragas,Spain,,,,,,,,,,,,,
2002,Raul Vinyes,Spain,,,,,,,,,,,,,
2002,Xavier Roca,Spain,,,,,,,,,,,,,
2001,Marc Canaleta,Spain,,,,,,,,,,,,,
2001,Jorge Albericio,Spain,,,,,,,,,,,,,
2001,Tomàs Lloret,Spain,,,,,,,,,,,,,
2001,David Ibañez,Spain,,,,,,,,,,,,,
2000,Alberto De Arriba,Spain,,,,,,,,,,,,,
2000,Jose Gonzalez,Spain,,,,,,,,,,,,,
2000,Eduardo Gutierrez,Spain,,,,,,,,,,,,,
2000,Carlos Marcelino Casas,Spain,,,,,,,,,,,,,
1999,Carlos Marcelino Casas,Spain,,,,,,,,,,,,,
1999,Iñaki García,Spain,,,,,,,,,,,,,
1999,Axel Martínez,Spain,,,,,,,,,,,,,
1999,Miquel Moretó,Spain,,,,,,,,,,,,,
1998,Asier Llano,Spain,,500,71.43%,55/241,77.59%,Silver,,,,,,,
1998,Xavier Gratal,Spain,,380,54.29%,100/241,58.92%,Bronze,,,,,,,
1998,Fernando Hajera,Spain,,180,25.71%,155/241,36.10%,,,,,,,,
1998,Marc Vinyes,Spain,,40,5.71%,207/241,14.52%,,,,,,,,
1997,Xavier Gratal,Spain,,234,39.00%,86/221,61.54%,Bronze,,,,,,,
1997,Jesus Sanz,Spain,,214,35.67%,104/221,53.39%,Bronze,,,,,,,
1997,Daniel Moreno,Spain,,160,26.67%,134/221,39.82%,,,,,,,,
1997,Jose Juan Fernández,Spain,,114,19.00%,159/221,28.51%,,,,,,,,
1992,Javier Sanchez Marquiegui,Spain,,,,,,,,,,,,,
1992,Luis Perez Breva,Spain,,,,,,,,,,,,,
1992,Pol Andras Puchol,Spain,,,,,,,,,,,,,
1992,Jorge Mercader Barats,Spain,,,,,,,,,,,,,
1990,Sanchez Muñoz,Spain,,,,,,,,,,,,,
1990,Saez Gomez,Spain,,,,,,,,,,,,,
1990,Chaves Salor,Spain,,,,,,,,,,,,,
1990,Jose Manuel Alljaarilla Cortezon,Spain,,,,,,,,,,,,,
