Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2000,Chun Fan Tasi,Taiwan,,420,60.00%,59/278,79.14%,Silver,,,,,,,
2000,Tsung Hsiang Chang,Taiwan,,380,54.29%,75/278,73.38%,Bronze,,,,,,,
1999,Min Zheng Shieh,Taiwan,,236,39.33%,60/253,76.68%,Silver,,,,,,,
1999,Chun Chi Huang,Taiwan,,224,37.33%,70/253,72.73%,Bronze,,,,,,,
1999,Zong Hong Lyu,Taiwan,,170,28.33%,106/253,58.50%,Bronze,,,,,,,
1999,Wei Shiau Suen,Taiwan,,160,26.67%,112/253,56.13%,Bronze,,,,,,,
1998,Kuang-Che Wu,Taiwan,,520,74.29%,49/241,80.08%,Silver,,,,,,,
1998,Kai-Min Chung,Taiwan,,490,70.00%,59/241,75.93%,Silver,,,,,,,
1998,Chih-Heng Chung,Taiwan,,420,60.00%,85/241,65.15%,Bronze,,,,,,,
1998,Ying-Hung Chiang,Taiwan,,370,52.86%,103/241,57.68%,Bronze,,,,,,,
1997,Lu Chuan Kung,Taiwan,,393,65.50%,13/221,94.57%,Gold,,,,,,,
1997,Chia Hsing Yu,Taiwan,,342,57.00%,36/221,84.16%,Silver,,,,,,,
1997,Kang Pen Chen,Taiwan,,327,54.50%,41/221,81.90%,Silver,,,,,,,
1997,Chia-Liang Kao,Taiwan,,150,25.00%,139/221,37.56%,,,,,,,,
1996,Szu-Wei Lin,Taiwan,,173,86.50%,23/220,90.00%,Silver,,,,,,,
1996,Chou-Han Yang,Taiwan,,170,85.00%,24/220,89.55%,Silver,,,,,,,
1996,Cherng-Yann Ing,Taiwan,,160,80.00%,37/220,83.64%,Silver,,,,,,,
1996,Chuan-Kai Lin,Taiwan,,144,72.00%,61/220,72.73%,Bronze,,,,,,,
1995,Chen Fu Huang,Taiwan,,140,70.00%,31/210,85.71%,Silver,,,,,,,
1995,Ping Che Cheng,Taiwan,,130,65.00%,42/210,80.48%,Silver,,,,,,,
1995,Chang Hao Tsai,Taiwan,,129,64.50%,44/210,79.52%,Silver,,,,,,,
1995,Yat-Hsiang Fang,Taiwan,,87,43.50%,111/210,47.62%,,,,,,,,
1994,Ping Che Cheng,Taiwan,,125,62.50%,22/189,88.89%,Silver,,,,,,,
1994,Chang Hao Tsai,Taiwan,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Chen Fu Huang,Taiwan,,65,32.50%,98/189,48.68%,Bronze,,,,,,,
1994,Yung Chieh Lin,Taiwan,,,,,,,,,,,,,
