Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2008,Balázs Szalkai,Hungary,,279,46.50%,35/283,87.99%,Silver,,,,,,,
2008,Miklos Danka,Hungary,,241,40.17%,65/283,77.39%,Silver,,,,,,,
2008,Gábor Danner,Hungary,,200,33.33%,92/283,67.84%,Bronze,,,,,,,
2007,János Vincze,Hungary,,324,54.00%,46/285,84.21%,Silver,,,,,,,
2007,Balázs Szalkai,Hungary,,270,45.00%,81/285,71.93%,Bronze,,,,,,,
2007,András Eisenberger,Hungary,,258,43.00%,85/285,70.53%,Bronze,,,,,,,
2007,Tamás Peregi,Hungary,,,,,,,,,,,,,
2006,Balázs Kormányos,Hungary,,332,55.33%,64/282,77.66%,Silver,,,,,,,
2006,Peter Acsai,Hungary,,285,47.50%,93/282,67.38%,Bronze,,,,,,,
2006,János Vincze,Hungary,,,,,,,,,,,,,
2006,Ákos Ludányi,Hungary,,,,,,,,,,,,,
2005,Balázs Kormányos,Hungary,,410,68.33%,64/276,77.17%,Silver,,,,,,,
2005,Marcell Stippinger,Hungary,,390,65.00%,73/276,73.91%,Bronze,,,,,,,
2005,Gergely Tassy,Hungary,,335,55.83%,98/276,64.86%,Bronze,,,,,,,
2005,Ákos Ludányi,Hungary,,303,50.50%,120/276,56.88%,Bronze,,,,,,,
2004,Tamas Hubai,Hungary,,420,70.00%,36/291,87.97%,Silver,,,,,,,
2004,Bela Racz,Hungary,,375,62.50%,62/291,79.04%,Silver,,,,,,,
2004,Gergely Tassy,Hungary,,280,46.67%,130/291,55.67%,Bronze,,,,,,,
2004,Ákos Ludányi,Hungary,,,,,,,,,,,,,
2003,Gabor Pelladi,Hungary,,342.7,57.12%,27/265,90.19%,Silver,,,,,,,
2003,Bela Racz,Hungary,,212.6,35.43%,100/265,62.64%,Bronze,,,,,,,
2003,Endre Csóka,Hungary,,,,,,,,,,,,,
2003,Tamás Fehér,Hungary,,,,,,,,,,,,,
2002,Peter Pallos,Hungary,,278,46.33%,32/276,88.77%,Silver,,,,,,,
2002,Gabor Pelladi,Hungary,,249,41.50%,52/276,81.52%,Silver,,,,,,,
2002,Gabor Simko,Hungary,,186,31.00%,95/276,65.94%,Bronze,,,,,,,
2002,Jozsef Marton,Hungary,,,,,,,,,,,,,
2001,Ádám Ritter,Hungary,,360,60.00%,33/272,88.24%,Silver,,,,,,,
2001,Ádám Novák,Hungary,,330,55.00%,39/272,86.03%,Silver,,,,,,,
2001,Tamás Földényi,Hungary,,270,45.00%,66/272,76.10%,Silver,,,,,,,
2001,Gábor Hargitai,Hungary,,,,,,,,,,,,,
2000,Andras Rokob,Hungary,,454,64.86%,46/278,83.81%,Silver,,,,,,,
2000,Kristof Csillag,Hungary,,405,57.86%,71/278,74.82%,Bronze,,,,,,,
2000,Istvan Soos,Hungary,,330,47.14%,97/278,65.47%,Bronze,,,,,,,
2000,Attila Flach,Hungary,,329,47.00%,98/278,65.11%,Bronze,,,,,,,
1999,Balazs Racz,Hungary,,250,41.67%,54/253,79.05%,Silver,,,,,,,
1999,Szilvester Safar,Hungary,,180,30.00%,100/253,60.87%,Bronze,,,,,,,
1999,Zsolt Felfoldi,Hungary,,160,26.67%,112/253,56.13%,Bronze,,,,,,,
1999,András Förhécz,Hungary,,,,,,,,,,,,,
1998,Zsolt Felfoldi,Hungary,,680,97.14%,5/241,98.34%,Gold,,,,,,,
1998,Istvan Marhefka,Hungary,,580,82.86%,31/241,87.55%,Silver,,,,,,,
1998,Daniel Varkonyi,Hungary,,370,52.86%,103/241,57.68%,Bronze,,,,,,,
1998,Peter Ago,Hungary,,330,47.14%,116/241,52.28%,Bronze,,,,,,,
1997,Istvan Marhefka,Hungary,,322,53.67%,42/221,81.45%,Silver,,,,,,,
1997,Viktor Szabo,Hungary,,270,45.00%,67/221,70.14%,Bronze,,,,,,,
1997,Laszlo Toth,Hungary,,225,37.50%,93/221,58.37%,Bronze,,,,,,,
1997,Gabor Ujhelyi,Hungary,,223,37.17%,94/221,57.92%,Bronze,,,,,,,
1996,Gábor Gosztolya,Hungary,,156,78.00%,43/220,80.91%,Silver,,,,,,,
1996,Roland Lakatos,Hungary,,135,67.50%,69/220,69.09%,Bronze,,,,,,,
1996,Laszlo Toth,Hungary,,118,59.00%,83/220,62.73%,Bronze,,,,,,,
1996,Árpád Andics,Hungary,,70,35.00%,149/220,32.73%,,,,,,,,
1996,Pééter Ungár,Hungary 2,,128,64.00%,,,Bronze*,,,,,,,
1996,Gabor Ujhelyi,Hungary 2,,119,59.50%,,,Bronze*,,,,,,,
1996,Zsolt Klampeczky,Hungary 2,,115,57.50%,,,Bronze*,,,,,,,
1996,Gabor Kovacs,Hungary 2,,107,53.50%,,,Bronze*,,,,,,,
1995,Gabor Kovacs,Hungary,,171,85.50%,3/210,99.05%,Gold,,,,,,,
1995,Gyorgy Gabor Blahut,Hungary,,159,79.50%,11/210,95.24%,Gold,,,,,,,
1995,Peter Fige,Hungary,,151,75.50%,18/210,91.90%,Gold,,,,,,,
1995,Mihály Tringel,Hungary,,44,22.00%,157/210,25.71%,,,,,,,,
1995,Anikó Fenyvesi,Hungary,,32,16.00%,170/210,19.52%,,,,,,,,
1994,Gabor Kovacs,Hungary,,165,82.50%,4/189,98.41%,Gold,,,,,,,
1994,Peter Fige,Hungary,,160,80.00%,8/189,96.30%,Gold,,,,,,,
1994,Balazs Szab,Hungary,,85,42.50%,60/189,68.78%,Bronze,,,,,,,
1994,Dnes Tarjan,Hungary,,65,32.50%,98/189,48.68%,Bronze,,,,,,,
1993,Zsombor Papp,Hungary,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Lajos Molnar,Hungary,,142,71.00%,54/155,65.81%,Bronze,,,,,,,
