Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2010,Suthee Ruangwises,Thailand,664,80.98%,44/297,85.52%,Silver,,,,,,,,
2010,Sarun Paisarnsrisomsuk,Thailand,602,73.41%,93/297,69.02%,Bronze,,,,,,,,
2009,Visit Pataranutaporn,Thailand,627,78.38%,20/301,93.69%,Gold,,,,,,,,
2009,Abhabongse Janthong,Thailand,574,71.75%,36/301,88.37%,Silver,,,,,,,,
2009,Pasin Manurangsi,Thailand,516,64.50%,67/301,78.07%,Silver,,,,,,,,
2009,Taksapaun Kittiakrastien,Thailand,484,60.50%,79/301,74.09%,Bronze,,,,,,,,
2008,Panupong Pasupat,Thailand,,474,79.00%,2/283,99.65%,Gold,,,,,,,
2008,Tana Wattanawaroon,Thailand,,382,63.67%,20/283,93.29%,Gold,,,,,,,
2008,Abhabongse Janthong,Thailand,,269,44.83%,45/283,84.45%,Silver,,,,,,,
2008,Visit Pataranutaporn,Thailand,,218,36.33%,77/283,73.14%,Bronze,,,,,,,
2007,Phumchanit Watanaprakornkul,Thailand,,400,66.67%,21/285,92.98%,Gold,,,,,,,
2007,Phitchaya Phothilimthana,Thailand,,387,64.50%,26/285,91.23%,Silver,,,,,,,
2007,Tana Wattanawaroon,Thailand,,330,55.00%,43/285,85.26%,Silver,,,,,,,
2007,Taksapaun Kittiakrastien,Thailand,,295,49.17%,66/285,77.19%,Silver,,,,,,,
2006,Supasorn Suwajanakor,Thailand,,281,46.83%,97/282,65.96%,Bronze,,,,,,,
2006,Phitchaya Phothilimthana,Thailand,,275,45.83%,100/282,64.89%,Bronze,,,,,,,
2006,Sukolsak Sakshuwong,Thailand,,263,43.83%,104/282,63.48%,Bronze,,,,,,,
2006,Phumchanit Watanaprakornkul,Thailand,,,,,,,,,,,,,
2005,Puthikorn Voravootivat,Thailand,,550,91.67%,10/276,96.74%,Gold,,,,,,,
2005,Anak Yodpinyanee,Thailand,,522,87.00%,18/276,93.84%,Gold,,,,,,,
2005,Pathompol Saeng Uraiporn,Thailand,,454,75.67%,36/276,87.32%,Silver,,,,,,,
2005,Sukolsak Sakshuwong,Thailand,,450,75.00%,39/276,86.23%,Silver,,,,,,,
2004,Vasan Chienmaneetaweesin,Thailand,,505,84.17%,8/291,97.59%,Gold,,,,,,,
2004,Prachaya Phaisanwiphatpong,Thailand,,430,71.67%,30/291,90.03%,Silver,,,,,,,
2004,Chanin Laohaphan,Thailand,,325,54.17%,98/291,66.67%,Bronze,,,,,,,
2004,Anak Yodpinyanee,Thailand,,275,45.83%,134/291,54.30%,Bronze,,,,,,,
2003,Nattavut Yampikulsakul,Thailand,,333.9,55.65%,30/265,89.06%,Silver,,,,,,,
2003,Nawanol Theera-Ampornpunt,Thailand,,325.9,54.32%,33/265,87.92%,Silver,,,,,,,
2003,Prachaya Phaisanwiphatpong,Thailand,,259.9,43.32%,67/265,75.09%,Silver,,,,,,,
2003,Pichayut Jirapinyo,Thailand,,183.3,30.55%,118/265,55.85%,Bronze,,,,,,,
2002,Wittawat Tantisiriroj,Thailand,,220,36.67%,73/276,73.91%,Bronze,,,,,,,
2002,Piyawat Lamsam,Thailand,,205,34.17%,81/276,71.01%,Bronze,,,,,,,
2002,Vasan Chienmaneetaweesin,Thailand,,166,27.67%,110/276,60.51%,Bronze,,,,,,,
2002,Pitchaya Sitthi-Amorn,Thailand,,,,,,,,,,,,,
2001,Nuttapong Chentanez,Thailand,,312,52.00%,50/272,81.99%,Silver,,,,,,,
2001,Peerapong Dhangwatnotai,Thailand,,262,43.67%,70/272,74.63%,Bronze,,,,,,,
2001,Sunsern Cheamanunkul,Thailand,,228,38.00%,87/272,68.38%,Bronze,,,,,,,
2001,Kanat Tangwongsan,Thailand,,196,32.67%,101/272,63.24%,Bronze,,,,,,,
2000,Khemarat Nimpooyagampong,Thailand,,495,70.71%,34/278,88.13%,Silver,,,,,,,
2000,Pramook Khungurn,Thailand,,480,68.57%,35/278,87.77%,Silver,,,,,,,
2000,Panuakdet Suwannatat,Thailand,,430,61.43%,54/278,80.94%,Silver,,,,,,,
2000,Kanat Tangwongsan,Thailand,,290,41.43%,112/278,60.07%,Bronze,,,,,,,
1999,Petch Manoharn,Thailand,,370,61.67%,11/253,96.05%,Gold,,,,,,,
1999,Khemarat Nimpooyagampong,Thailand,,230,38.33%,64/253,75.10%,Bronze,,,,,,,
1999,Warat Yingsaree,Thailand,,163,27.17%,110/253,56.92%,Bronze,,,,,,,
1999,Akkarit Sangpetch,Thailand,,,,,,,,,,,,,
1998,Petch Manoharn,Thailand,,520,74.29%,49/241,80.08%,Silver,,,,,,,
1998,Akkarit Sangpetch,Thailand,,390,55.71%,97/241,60.17%,Bronze,,,,,,,
1998,Pit Suwong,Thailand,,340,48.57%,114/241,53.11%,Bronze,,,,,,,
1998,Suchit Pongnumkul,Thailand,,180,25.71%,155/241,36.10%,,,,,,,,
1997,Puttiphan Polnyanunt,Thailand,,360,60.00%,24/221,89.59%,Silver,,,,,,,
1997,Nuttawut Teeratorn,Thailand,,276,46.00%,63/221,71.95%,Bronze,,,,,,,
1997,Nattee Niparnan,Thailand,,221,36.83%,97/221,56.56%,Bronze,,,,,,,
1997,Akkarit Sangpetch,Thailand,,210,35.00%,106/221,52.49%,Bronze,,,,,,,
1996,Natthapol Wongsaroj,Thailand,,170,85.00%,24/220,89.55%,Silver,,,,,,,
1996,Rittavee Keeratiwutthikul,Thailand,,150,75.00%,54/220,75.91%,Silver,,,,,,,
1996,Puttiphan Polnyanunt,Thailand,,142,71.00%,62/220,72.27%,Bronze,,,,,,,
1996,Wacharaphan Suwansantisuk,Thailand,,96,48.00%,114/220,48.64%,,,,,,,,
1995,Nantapon Chaimankong,Thailand,,118,59.00%,57/210,73.33%,Bronze,,,,,,,
1995,Ponpiboon Satangput,Thailand,,94,47.00%,98/210,53.81%,Bronze,,,,,,,
1995,Witchu Promjunyakul,Thailand,,72,36.00%,129/210,39.05%,,,,,,,,
1995,Wacharaphan Suwansantisuk,Thailand,,50,25.00%,151/210,28.57%,,,,,,,,
1994,Jassada Tanthanuch,Thailand,,70,35.00%,82/189,57.14%,Bronze,,,,,,,
1994,Chawalit Machimdamrong,Thailand,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Narin Siritaranukul,Thailand,,,,,,,,,,,,,
1994,Pongtawat Chippimolchai,Thailand,,,,,,,,,,,,,
1993,Chaiyasit Manovit,Thailand,,178,89.00%,14/155,91.61%,Silver,,,,,,,
1993,Yuwanon Tirapotjani,Thailand,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Karn Sakulsak,Thailand,,157,78.50%,43/155,72.90%,Bronze,,,,,,,
1992,Jittat Fakcharoenphol,Thailand,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Pinit Asavanuchit,Thailand,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Suttirak Thaisedhawatkul,Thailand,,193,96.50%,20/171,88.89%,Silver,,,,,,,
1992,Wittawat Yamwong,Thailand,,150,75.00%,64/171,63.16%,Bronze,,,,,,,
1991,Atsawin Chowanakritsanakul,Thailand,,138,69.00%,10/68,86.76%,Silver,,,,,,,
1991,Santithorn Bunchua,Thailand,,121,60.50%,28/68,60.29%,Bronze,,,,,,,
1991,Phichet Chaoha,Thailand,,115,57.50%,35/68,50.00%,Bronze,,,,,,,
