Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2010,Behrouz Rabiee,Iran,600,73.17%,95/297,68.35%,Bronze,,,,,,,,
2009,Ali Babaei Chshmehahmadrezaei,Iran,616,77.00%,25/301,92.03%,Gold,,,,,,,,
2009,Soheil Ehsani Banafti,Iran,586,73.25%,34/301,89.04%,Silver,,,,,,,,
2009,Fereshte Khani,Iran,560,70.00%,42/301,86.38%,Silver,,,,,,,,
2009,Pooya Vahidi Ferdowsi,Iran,518,64.75%,64/301,79.07%,Silver,,,,,,,,
2007,Sepideh Mahabadi,Iran,,409,68.17%,18/285,94.04%,Gold,,,,,,,
2007,Saeidreza Seddighin,Iran,,349,58.17%,39/285,86.67%,Silver,,,,,,,
2007,Sina Sadeghian Sadeghabad,Iran,,334,55.67%,41/285,85.96%,Silver,,,,,,,
2007,Hessam Akhlaghpour,Iran,,300,50.00%,61/285,78.95%,Silver,,,,,,,
2006,Vahid Liaghat,Iran,,418,69.67%,13/282,95.74%,Gold,,,,,,,
2006,Nima Ahmadi Pour ana,Iran,,365,60.83%,34/282,88.30%,Silver,,,,,,,
2006,Shayan Ehsani,Iran,,343,57.17%,53/282,81.56%,Silver,,,,,,,
2006,Hessam Akhlaghpour,Iran,,272,45.33%,101/282,64.54%,Bronze,,,,,,,
2005,Mahdi Safarnejad-Boroujeni,Iran,,474,79.00%,31/276,89.13%,Silver,,,,,,,
2005,Mohammad Mahini,Iran,,395,65.83%,68/276,75.72%,Silver,,,,,,,
2005,Ali Malekzadeh,Iran,,384,64.00%,78/276,72.10%,Bronze,,,,,,,
2005,Mohammad-Amin Sadeghi,Iran,,310,51.67%,115/276,58.70%,Bronze,,,,,,,
2004,Shayan Oveis Gharan,Iran,,460,76.67%,17/291,94.50%,Gold,,,,,,,
2004,Aidin Nassiri Shargh,Iran,,415,69.17%,40/291,86.60%,Silver,,,,,,,
2004,Seyed Hossein Kaffash Bokharaei,Iran,,410,68.33%,44/291,85.22%,Silver,,,,,,,
2004,Seyed Alborz Mazloomian,Iran,,370,61.67%,67/291,77.32%,Silver,,,,,,,
2002,Mohammad-Hossein Bateni,Iran,,332,55.33%,17/276,94.20%,Gold,,,,,,,
2002,Mohammad Moharrami,Iran,,248,41.33%,53/276,81.16%,Silver,,,,,,,
2002,Hamed Ahmadi Nejad,Iran,,239,39.83%,58/276,79.35%,Silver,,,,,,,
2002,Siavosh Benabbas,Iran,,177,29.50%,102/276,63.41%,Bronze,,,,,,,
2001,Mohamad-Hadi Fouroghmand Aarabi,Iran,,394,65.67%,19/272,93.38%,Gold,,,,,,,
2001,Mehran Heidarzadeh,Iran,,279,46.50%,64/272,76.84%,Silver,,,,,,,
2001,Sama Goliaei,Iran,,251,41.83%,77/272,72.06%,Bronze,,,,,,,
2001,Saeed Alaei,Iran,,225,37.50%,90/272,67.28%,Bronze,,,,,,,
2000,Seyed Bahdad Esfahbod,Iran,,660,94.29%,9/278,97.12%,Gold,,,,,,,
2000,Ali Sharifi Zarchi,Iran,,610,87.14%,10/278,96.76%,Gold,,,,,,,
2000,Seyed Omid Etesami,Iran,,455,65.00%,45/278,84.17%,Silver,,,,,,,
2000,Hamid Mahini,Iran,,290,41.43%,112/278,60.07%,Bronze,,,,,,,
1999,Ehsan Foroughi,Iran,,359,59.83%,17/253,93.68%,Gold,,,,,,,
1999,Seyed Bahdad Esfahbod,Iran,,323,53.83%,28/253,89.33%,Silver,,,,,,,
1999,Mahmoud Ghandi,Iran,,236,39.33%,60/253,76.68%,Silver,,,,,,,
1999,Mohammad Hossein  Fardad,Iran,,180,30.00%,100/253,60.87%,Bronze,,,,,,,
1998,Pooyan Khajehpoor Taadavaani,Iran,,620,88.57%,23/241,90.87%,Silver,,,,,,,
1998,Shahab Oveis Gharan,Iran,,600,85.71%,25/241,90.04%,Silver,,,,,,,
1998,Behshad Behzadi,Iran,,500,71.43%,55/241,77.59%,Silver,,,,,,,
1998,Naser Faramarzpour,Iran,,500,71.43%,55/241,77.59%,Silver,,,,,,,
1997,Mehdi Mirzazadeh,Iran,,351,58.50%,31/221,86.43%,Silver,,,,,,,
1997,Mana Taghdiri,Iran,,348,58.00%,34/221,85.07%,Silver,,,,,,,
1997,Mohammad Taghi Hajiaghayi,Iran,,311,51.83%,46/221,79.64%,Silver,,,,,,,
1997,Bashir Sadjad,Iran,,210,35.00%,106/221,52.49%,Bronze,,,,,,,
1996,Roozbeh Pournader,Iran,,176,88.00%,18/220,92.27%,Gold,,,,,,,
1996,Ehsan Chiniforushan,Iran,,160,80.00%,37/220,83.64%,Silver,,,,,,,
1996,Mehran Mehr,Iran,,155,77.50%,46/220,79.55%,Silver,,,,,,,
1996,Amin Saberi,Iran,,116,58.00%,84/220,62.27%,Bronze,,,,,,,
1995,Roozbeh Pournader,Iran,,132,66.00%,39/210,81.90%,Silver,,,,,,,
1995,Mehran Mehr,Iran,,131,65.50%,40/210,81.43%,Silver,,,,,,,
1995,Babak Farzad,Iran,,103,51.50%,80/210,62.38%,Bronze,,,,,,,
1995,Kamran Bavar,Iran,,97,48.50%,91/210,57.14%,Bronze,,,,,,,
1995,Roya Beheshti,Iran,,96,48.00%,93/210,56.19%,Bronze,,,,,,,
1994,Mehdi Foladgar,Iran,,145,72.50%,17/189,91.53%,Silver,,,,,,,
1994,Yashar Ganjali Gavgani,Iran,,92,46.00%,55/189,71.43%,Bronze,,,,,,,
1994,Shadi Rostami Hesarsorkh,Iran,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Mohammad Reza Salavatipour,Iran,,,,,,,,,,,,,
1993,Mehdi Foladgar,Iran,,200,100.00%,1/155,100.00%,Gold,,,,,,,
1993,Mohammad Mahdian,Iran,,166,83.00%,33/155,79.35%,Silver,,,,,,,
1993,Ali Iranli,Iran,,162,81.00%,37/155,76.77%,Silver,,,,,,,
1993,Said Behzadipour,Iran,,131,65.50%,69/155,56.13%,Bronze,,,,,,,
1992,Mohammad Mahdian,Iran,,175,87.50%,39/171,77.78%,Silver,,,,,,,
1992,Saeed Mirzaei Bouini,Iran,,175,87.50%,39/171,77.78%,Silver,,,,,,,
1992,Farshad Rostam Abadi,Iran,,135,67.50%,76/171,56.14%,Bronze,,,,,,,
1992,Quamars Kaveh Maryan,Iran,,123,61.50%,85/171,50.88%,Bronze,,,,,,,
