Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2024,Mihai-Valeriu Voicu,Romania,,426.85,71.14%,6/353,98.58%,Gold,,,,,,,
2024,Rareș-Andrei Neculau,Romania,,331.72,55.29%,51/353,85.84%,Silver,,,,,,,
2024,Andrei-Paul Iorgulescu,Romania,,322.89,53.81%,57/353,84.14%,Silver,,,,,,,
2024,Rareș-Felix Tudose,Romania,,251.20,41.87%,135/353,62.04%,Bronze,,,,,,,
2023,Alexandru-Raul Todoran,Romania,,288.5,48.08%,41/350,88.57%,Silver,,,,,,,
2023,Luca Perju Verzotti,Romania,,261.5,43.58%,62/350,82.57%,Silver,,,,,,,
2023,Andrei-Robert Ion,Romania,,258.5,43.08%,63/350,82.29%,Silver,,,,,,,
2023,Alexandru Luchianov,Romania,,169.0,28.17%,157/350,55.43%,Bronze,,,,,,,
2022,Alexandru Luchianov,Romania,,476.29,79.38%,18/349,95.13%,Gold,,,,,,,
2022,Luca Perju Verzotti,Romania,,368.04,61.34%,39/349,89.11%,Silver,,,,,,,
2022,Alexandru-Raul Todoran,Romania,,310.50,51.75%,53/349,85.10%,Silver,,,,,,,
2022,Andrei-Robert Ion,Romania,,231.92,38.65%,107/349,69.63%,Bronze,,,,,,,
2021,Ioan Popescu,Romania,,414,69.00%,17/351,95.44%,Gold,,,,,,,
2021,Tiberiu-Ioan Mușat,Romania,,297,49.50%,79/351,77.78%,Silver,,,,,,,
2021,Alexandru Luchianov,Romania,,275,45.83%,95/351,73.22%,Bronze,,,,,,,
2021,Mircea Donciu,Romania,,229,38.17%,137/351,61.25%,Bronze,,,,,,,
2020,Alexandru Luchianov,Romania,,508.62,84.77%,17/343,95.34%,Gold,,,,,,,
2020,Maria Alexa Tudose,Romania,,460.62,76.77%,35/343,90.09%,Silver,,,,,,,
2020,Alexandra Maria Udriștoiu,Romania,,375.14,62.52%,67/343,80.76%,Silver,,,,,,,
2020,George Alexandru Râpeanu,Romania,,245.91,40.98%,160/343,53.64%,Bronze,,,,,,,
2019,Theodor Pierre Moroianu,Romania,,376.15,62.69%,45/327,86.54%,Silver,,,,,,,
2019,Bogdan Sitaru,Romania,,339.10,56.52%,73/327,77.98%,Silver,,,,,,,
2019,Laura Ioana Georgescu,Romania,,322.08,53.68%,90/327,72.78%,Bronze,,,,,,,
2019,Alexandru Petrescu,Romania,,306.63,51.10%,101/327,69.42%,Bronze,,,,,,,
2018,Alex Tatomir,Romania,,326,54.33%,33/335,90.45%,Silver,,,,,,,
2018,Tiberiu-Ioan Mușat,Romania,,322,53.67%,40/335,88.36%,Silver,,,,,,,
2018,Ștefan Constantin-Buliga,Romania,,291,48.50%,67/335,80.30%,Silver,,,,,,,
2018,Costin-Andrei Oncescu,Romania,,260,43.33%,95/335,71.94%,Bronze,,,,,,,
2017,Ștefan Constantin-Buliga,Romania,,407.02,67.84%,11/304,96.71%,Gold,,,,,,,
2017,Tamio-Vesa Nakajima,Romania,,389.52,64.92%,15/304,95.39%,Gold,,,,,,,
2017,Costin-Andrei Oncescu,Romania,,233.49,38.91%,89/304,71.05%,Bronze,,,,,,,
2017,Andrei-Costin Constantinescu,Romania,,151.03,25.17%,140/304,54.28%,Bronze,,,,,,,
2016,Costin-Andrei Oncescu,Romania,,402,67.00%,33/308,89.61%,Silver,,,,,,,
2016,Andrei-Costin Constantinescu,Romania,,381,63.50%,43/308,86.36%,Silver,,,,,,,
2016,Andrei Popa,Romania,,328,54.67%,74/308,76.30%,Silver,,,,,,,
2016,Radu Alexandru Muntean,Romania,,277,46.17%,114/308,63.31%,Bronze,,,,,,,
2015,Rareș Darius Buhai,Romania,,453.42,75.57%,21/322,93.79%,Gold,,,,,,,
2015,Alexandru Velea,Romania,,368.91,61.48%,55/322,83.23%,Silver,,,,,,,
2015,Valentin-Marius Hărșan,Romania,,334.45,55.74%,76/322,76.71%,Silver,,,,,,,
2015,Andrei Popa,Romania,,300.45,50.08%,95/322,70.81%,Bronze,,,,,,,
2014,Rareș Darius Buhai,Romania,,458,76.33%,20/311,93.89%,Gold,,,,,,,
2014,Alexandru Velea,Romania,,391,65.17%,51/311,83.92%,Silver,,,,,,,
2014,Andrei Heidelbacher,Romania,,378,63.00%,58/311,81.67%,Silver,,,,,,,
2014,Mihai-Dan Gheorghe,Romania,,306,51.00%,96/311,69.45%,Bronze,,,,,,,
2013,Rareș Darius Buhai,Romania,,492,82.00%,19/299,93.98%,Gold,,,,,,,
2013,Vlad Alexandru Gavrilă,Romania,,485,80.83%,22/299,92.98%,Gold,,,,,,,
2013,Andrei Heidelbacher,Romania,,388,64.67%,65/299,78.60%,Silver,,,,,,,
2013,Mihai Popa,Romania,,341,56.83%,85/299,71.91%,Bronze,,,,,,,
2012,Adrian Budău,Romania,,456,76.00%,7/310,98.06%,Gold,,,,,,,
2012,Vlad Alexandru Gavrilă,Romania,,415,69.17%,15/310,95.48%,Gold,,,,,,,
2012,Rareș Darius Buhai,Romania,,364,60.67%,26/310,91.94%,Gold,,,,,,,
2012,Radu Ștefan Voroneanu,Romania,,178,29.67%,126/310,59.68%,Bronze,,,,,,,
2011,Vlad Alexandru Gavrilă,Romania,,456,76.00%,34/303,89.11%,Silver,,,,,,,
2011,Adrian Budău,Romania,,420,70.00%,49/303,84.16%,Silver,,,,,,,
2011,Andrei Purice,Romania,,408,68.00%,55/303,82.18%,Silver,,,,,,,
2011,Mihai-Dan Gheorghe,Romania,,253,42.17%,169/303,44.55%,,,,,,,,
2010,Bogdan-Cristian Tataroiu,Romania,674,82.20%,38/297,87.54%,Silver,,,,,,,,
2010,Vlad Alexandru Gavrilă,Romania,616,75.12%,80/297,73.40%,Bronze,,,,,,,,
2010,Andrei-Bogdan Pârvu,Romania,603,73.54%,92/297,69.36%,Bronze,,,,,,,,
2010,Victor Ionescu,Romania,596,72.68%,101/297,66.33%,Bronze,,,,,,,,
2009,Bogdan-Cristian Tataroiu,Romania,657,82.12%,10/301,97.01%,Gold,,,,,,,,
2009,Cosmin Gheorghe,Romania,633,79.12%,18/301,94.35%,Gold,,,,,,,,
2009,Marius Dragus,Romania,543,67.88%,49/301,84.05%,Silver,,,,,,,,
2009,Andrei-Paul Puni,Romania,402,50.25%,141/301,53.49%,Bronze,,,,,,,,
2008,Cosmin Gheorghe,Romania,,441,73.50%,6/283,98.23%,Gold,,,,,,,
2008,Paul Baltescu,Romania,,281,46.83%,34/283,88.34%,Silver,,,,,,,
2008,Bogdan-Cristian Tataroiu,Romania,,152,25.33%,118/283,58.66%,Bronze,,,,,,,
2008,Ştefan Filip,Romania,,,,,,,,,,,,,
2007,Cosmin Gheorghe,Romania,,385,64.17%,27/285,90.88%,Silver,,,,,,,
2007,Bogdan-Cristian Tataroiu,Romania,,371,61.83%,30/285,89.82%,Silver,,,,,,,
2007,Adrian Airinei,Romania,,320,53.33%,50/285,82.81%,Silver,,,,,,,
2007,Andrei Grigorean,Romania,,317,52.83%,52/285,82.11%,Silver,,,,,,,
2006,Mircea-Bogdan Pasoi,Romania,,435,72.50%,7/282,97.87%,Gold,,,,,,,
2006,Codrut-Miron Grosu,Romania,,385,64.17%,24/282,91.84%,Gold,,,,,,,
2006,Tiberiu-Lucian Florea,Romania,,353,58.83%,44/282,84.75%,Silver,,,,,,,
2006,Adrian-Valentin Vladu,Romania,,254,42.33%,115/282,59.57%,Bronze,,,,,,,
2005,Dan-Ionut Fechete,Romania,,454,75.67%,36/276,87.32%,Silver,,,,,,,
2005,Mircea-Bogdan Pasoi,Romania,,441,73.50%,47/276,83.33%,Silver,,,,,,,
2005,Daniel-Vasile Pasaila,Romania,,386,64.33%,76/276,72.83%,Bronze,,,,,,,
2005,Radu Marin,Romania,,378,63.00%,80/276,71.38%,Bronze,,,,,,,
2004,Silviu Ganceanu,Romania,,455,75.83%,21/291,93.13%,Gold,,,,,,,
2004,Dan-Leonard  Crestez,Romania,,410,68.33%,44/291,85.22%,Silver,,,,,,,
2004,Adrian-Valentin Vladu,Romania,,385,64.17%,55/291,81.44%,Silver,,,,,,,
2004,Sorin Stancu-Mara,Romania,,345,57.50%,85/291,71.13%,Bronze,,,,,,,
2003,Marius Victor Costan,Romania,,424.0,70.67%,5/265,98.49%,Gold,,,,,,,
2003,Radu Berinde,Romania,,353.9,58.98%,21/265,92.45%,Gold,,,,,,,
2003,Stefan Ciobaca,Romania,,289.9,48.32%,50/265,81.51%,Silver,,,,,,,
2003,Dan Ghinea,Romania,,266.4,44.40%,61/265,77.36%,Silver,,,,,,,
2002,Radu Berinde,Romania,,398,66.33%,5/276,98.55%,Gold,,,,,,,
2002,Octavian-Daniel  Dumitran,Romania,,372,62.00%,9/276,97.10%,Gold,,,,,,,
2002,Marius Victor Costan,Romania,,278,46.33%,32/276,88.77%,Silver,,,,,,,
2002,Cosmin Raianu,Romania,,,,,,,,,,,,,
2001,Mihai Patrascu,Romania,,525,87.50%,2/272,99.63%,Gold,,,,,,,
2001,Vlad Dascalu,Romania,,378,63.00%,23/272,91.91%,Gold,,,,,,,
2001,Mugurel-Ionut Andreica,Romania,,296,49.33%,55/272,80.15%,Silver,,,,,,,
2001,Andras Csaba,Romania,,154,25.67%,129/272,52.94%,Bronze,,,,,,,
2000,Octavian-Daniel  Dumitran,Romania,,670,95.71%,7/278,97.84%,Gold,,,,,,,
2000,Mihai Patrascu,Romania,,560,80.00%,20/278,93.17%,Gold,,,,,,,
2000,Radu Stefan,Romania,,520,74.29%,29/278,89.93%,Silver,,,,,,,
2000,Angel Stelian Proorocu,Romania,,410,58.57%,66/278,76.62%,Silver,,,,,,,
1999,Bogdan Dumitru,Romania,,360,60.00%,15/253,94.47%,Gold,,,,,,,
1999,Mihai Patrascu,Romania,,234,39.00%,63/253,75.49%,Silver,,,,,,,
1999,Adrian Carcu,Romania,,230,38.33%,64/253,75.10%,Bronze,,,,,,,
1999,Radu Stefan,Romania,,150,25.00%,117/253,54.15%,Bronze,,,,,,,
1998,Mihai Stroe,Romania,,700,100.00%,1/241,100.00%,Gold,,,,,,,
1998,Ioan Tudor Leu,Romania,,590,84.29%,29/241,88.38%,Silver,,,,,,,
1998,Mihai-Emilian Scortaru,Romania,,530,75.71%,46/241,81.33%,Silver,,,,,,,
1998,Diodor Bitan,Romania,,400,57.14%,92/241,62.24%,Bronze,,,,,,,
1997,Ovidiu Gheorghioiu,Romania,,381,63.50%,17/221,92.76%,Gold,,,,,,,
1997,Valentin Gheorghita,Romania,,310,51.67%,49/221,78.28%,Silver,,,,,,,
1997,Mihai Stroe,Romania,,250,41.67%,74/221,66.97%,Bronze,,,,,,,
1997,Alin Simpalean,Romania,,210,35.00%,106/221,52.49%,Bronze,,,,,,,
1996,Marius Vlad,Romania,,170,85.00%,24/220,89.55%,Silver,,,,,,,
1996,Ovidiu Gheorghioiu,Romania,,168,84.00%,30/220,86.82%,Silver,,,,,,,
1996,Mihai Badoiu,Romania,,158,79.00%,41/220,81.82%,Silver,,,,,,,
1996,Catalin Francu,Romania,,156,78.00%,43/220,80.91%,Silver,,,,,,,
1995,Mihai Badoiu,Romania,,151,75.50%,18/210,91.90%,Gold,,,,,,,
1995,Radu-Lucian Lupsa,Romania,,146,73.00%,23/210,89.52%,Silver,,,,,,,
1995,Virgil Palanciuc,Romania,,146,73.00%,23/210,89.52%,Silver,,,,,,,
1995,Iuliu Vasilescu,Romania,,142,71.00%,30/210,86.19%,Silver,,,,,,,
1994,Adrian Soviani,Romania,,165,82.50%,4/189,98.41%,Gold,,,,,,,
1994,Alexandru Salcianu,Romania,,109,54.50%,33/189,83.07%,Silver,,,,,,,
1994,Mihai Preda,Romania,,96,48.00%,49/189,74.60%,Silver,,,,,,,
1994,Virgil Palanciuc,Romania,,74,37.00%,77/189,59.79%,Bronze,,,,,,,
