Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2000,Martin Trautmann,Germany,,250,35.71%,129/278,53.96%,Bronze,,,,,,,
1999,Michael Kreil,Germany,,283,47.17%,42/253,83.79%,Silver,,,,,,,
1999,Dominik Schultes,Germany,,282,47.00%,43/253,83.40%,Silver,,,,,,,
1999,Tobias Thierer,Germany,,257,42.83%,51/253,80.24%,Silver,,,,,,,
1999,Michael Siepmann,Germany,,,,,,,,,,,,,
1998,Karsten Sperling,Germany,,670,95.71%,13/241,95.02%,Gold,,,,,,,
1998,Timo Burkard,Germany,,650,92.86%,19/241,92.53%,Gold,,,,,,,
1998,Jens Zumbragel,Germany,,450,64.29%,76/241,68.88%,Bronze,,,,,,,
1998,Simon Giesecke,Germany,,390,55.71%,97/241,60.17%,Bronze,,,,,,,
1997,Timo Burkard,Germany,,365,60.83%,22/221,90.50%,Silver,,,,,,,
1997,Karsten Sperling,Germany,,360,60.00%,24/221,89.59%,Silver,,,,,,,
1997,Michael Schneider,Germany,,132,22.00%,152/221,31.67%,,,,,,,,
1997,Christian Müller,Germany,,129,21.50%,153/221,31.22%,,,,,,,,
1996,Karsten Sperling,Germany,,163,81.50%,35/220,84.55%,Silver,,,,,,,
1996,Michael Olaf Schnürer,Germany,,147,73.50%,60/220,73.18%,Bronze,,,,,,,
1996,Uwe Bubeck,Germany,,85,42.50%,127/220,42.73%,,,,,,,,
1996,Ralf Tönjes,Germany,,74,37.00%,143/220,35.45%,,,,,,,,
1995,Martin Stein,Germany,,139,69.50%,34/210,84.29%,Silver,,,,,,,
1995,Thomas Klute,Germany,,127,63.50%,46/210,78.57%,Silver,,,,,,,
1995,Marco Roder,Germany,,84,42.00%,116/210,45.24%,,,,,,,,
1995,Mario Albrecht,Germany,,58,29.00%,142/210,32.86%,,,,,,,,
1995,Lucia Cloth,Germany,,29,14.50%,171/210,19.05%,,,,,,,,
1994,Walter Hofmann,Germany,,170,85.00%,2/189,99.47%,Gold,,,,,,,
1994,Thomas Neumann,Germany,,151,75.50%,14/189,93.12%,Gold,,,,,,,
1994,David Kempe,Germany,,105,52.50%,37/189,80.95%,Silver,,,,,,,
1994,Matthias Kppe,Germany,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1993,Walter Hofmann,Germany,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Wilko Hein,Germany,,168,84.00%,30/155,81.29%,Silver,,,,,,,
1993,Till Tantau,Germany,,162,81.00%,37/155,76.77%,Silver,,,,,,,
1993,Hendrik Warntjes,Germany,,,,,,,,,,,,,
1992,Matthias John,Germany,,185,92.50%,30/171,83.04%,Silver,,,,,,,
1992,Thomas Mischke,Germany,,171,85.50%,46/171,73.68%,Bronze,,,,,,,
1992,Fjodor Lohrig,Germany,,165,82.50%,54/171,69.01%,Bronze,,,,,,,
1992,Wilko Hein,Germany,,150,75.00%,64/171,63.16%,Bronze,,,,,,,
1991,Olaf Kluge,Germany,,135,67.50%,17/68,76.47%,Silver,,,,,,,
1991,Andreas Voss,Germany,,129,64.50%,23/68,67.65%,Bronze,,,,,,,
1991,Fabian Braun,Germany,,116,58.00%,31/68,55.88%,Bronze,,,,,,,
1990,Fridtjof Siebert,Germany,,153,76.50%,2/100,99.00%,Gold,,,,,,,
1990,Christian Kloss,Germany,,91,45.50%,16/100,85.00%,Silver,,,,,,,
1990,Stephan Kohlitz,Germany,,,,,,,,,,,,,
1990,Wilczek,Germany,,,,,,,,,,,,,
1989,Markus Kuhn,Germany,,95,95.00%,2/46,97.83%,Gold,,,,,,,
1989,Ulrich Kuehn,Germany,,65,65.00%,15/46,69.57%,Bronze,,,,,,,
1989,Jens Woehlbier,Germany,,55,55.00%,22/46,54.35%,,,,,,,,
