Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Charles Bradshaw,South Africa,,,,,,,,,,,,,
2007,Mark Danoher,South Africa,,,,,,,,,,,,,
2006,Ralf Kistner,South Africa,,354,59.00%,43/282,85.11%,Silver,,,,,,,
2006,Joshua Yudaken,South Africa,,353,58.83%,44/282,84.75%,Silver,,,,,,,
2006,Keegan Carruthers-Smith,South Africa,,321,53.50%,70/282,75.53%,Silver,,,,,,,
2006,Max Rabkin,South Africa,,,,,,,,,,,,,
2005,Timothy Stranex,South Africa,,295,49.17%,122/276,56.16%,Bronze,,,,,,,
2005,Allen J/V Nieuwenhuizen,South Africa,,,,,,,,,,,,,
2005,Migael Strydom,South Africa,,,,,,,,,,,,,
2005,Keegan Carruthers-Smith,South Africa,,,,,,,,,,,,,
2004,Richard Starfield,South Africa,,475,79.17%,13/291,95.88%,Gold,,,,,,,
2004,Linsen Loots,South Africa,,,,,,,,,,,,,
2004,Marco Gallotta,South Africa,,,,,,,,,,,,,
2004,Nicholas Pilkington,South Africa,,,,,,,,,,,,,
2003,Linsen Loots,South Africa,,266.9,44.48%,60/265,77.74%,Silver,,,,,,,
2003,Shen Tian,South Africa,,228.9,38.15%,87/265,67.55%,Bronze,,,,,,,
2003,Christiaan Scheepers,South Africa,,,,,,,,,,,,,
2003,Harry Wiggins,South Africa,,,,,,,,,,,,,
2002,David Jacques Conradie,South Africa,,219,36.50%,75/276,73.19%,Bronze,,,,,,,
2002,Johan Heinrich Du Toit,South Africa,,160,26.67%,119/276,57.25%,Bronze,,,,,,,
2002,Graham Leslie Poulter,South Africa,,,,,,,,,,,,,
2002,Harry Wiggins,South Africa,,,,,,,,,,,,,
2001,Bruce Merry,South Africa,,445,74.17%,6/272,98.16%,Gold,,,,,,,
2001,Johan Heinrich Du Toit,South Africa,,351,58.50%,35/272,87.50%,Silver,,,,,,,
2001,Jacob Kroon,South Africa,,192,32.00%,104/272,62.13%,Bronze,,,,,,,
2001,Kurt Kruger,South Africa,,,,,,,,,,,,,
2000,Bruce Merry,South Africa,,670,95.71%,7/278,97.84%,Gold,,,,,,,
2000,Carl Robert Hultquist,South Africa,,370,52.86%,81/278,71.22%,Bronze,,,,,,,
2000,Hugo Jacobus Van der Merwe,South Africa,,350,50.00%,91/278,67.63%,Bronze,,,,,,,
2000,Liesl Dorothea Penzhorn,South Africa,,280,40.00%,116/278,58.63%,Bronze,,,,,,,
1999,Bruce Merry,South Africa,,333,55.50%,24/253,90.91%,Silver,,,,,,,
1999,Carl Robert Hultquist,South Africa,,258,43.00%,50/253,80.63%,Silver,,,,,,,
1999,Paul Cook,South Africa,,191,31.83%,92/253,64.03%,Bronze,,,,,,,
1999,Rainer Hoft,South Africa,,168,28.00%,109/253,57.31%,Bronze,,,,,,,
1998,Daniel Wright,South Africa,,700,100.00%,1/241,100.00%,Gold,,,,,,,
1998,Jaco Cronjé,South Africa,,480,68.57%,63/241,74.27%,Bronze,,,,,,,
1998,Bruce Merry,South Africa,,370,52.86%,103/241,57.68%,Bronze,,,,,,,
1998,Brett Van Swelm,South Africa,,150,21.43%,164/241,32.37%,,,,,,,,
1997,Danie Conradie,South Africa,,305,50.83%,53/221,76.47%,Silver,,,,,,,
1997,Timothy Lawrence,South Africa,,256,42.67%,71/221,68.33%,Bronze,,,,,,,
1997,Bruce Merry,South Africa,,209,34.83%,109/221,51.13%,Bronze,,,,,,,
1997,Nicholas Van Esch,South Africa,,108,18.00%,165/221,25.79%,,,,,,,,
1996,Bruce Merry,South Africa,,128,64.00%,74/220,66.82%,Bronze,,,,,,,
1996,Roy David Fraser,South Africa,,70,35.00%,149/220,32.73%,,,,,,,,
1996,Johannes Jacobus Combrink,South Africa,,65,32.50%,161/220,27.27%,,,,,,,,
1996,Graham Wesley Isacks,South Africa,,48,24.00%,178/220,19.55%,,,,,,,,
1995,Kevin Liu,South Africa,,122,61.00%,53/210,75.24%,Silver,,,,,,,
1995,Gert-Jan Van Rooyen,South Africa,,104,52.00%,76/210,64.29%,Bronze,,,,,,,
1995,Shaun Sharples,South Africa,,70,35.00%,132/210,37.62%,,,,,,,,
1995,Jan Gutter,South Africa,,53,26.50%,146/210,30.95%,,,,,,,,
1994,Kevin Liu,South Africa,,111,55.50%,31/189,84.13%,Silver,,,,,,,
1994,Brian Shand,South Africa,,102,51.00%,40/189,79.37%,Silver,,,,,,,
1994,Michael Kyritsis,South Africa,,,,,,,,,,,,,
1994,Gert-Jan Van Rooyen,South Africa,,,,,,,,,,,,,
1993,Kevin Liu,South Africa,,,,,,,,,,,,,
1993,Alexis Iglauer,South Africa,,,,,,,,,,,,,
1993,Kavinda Pelpola,South Africa,,,,,,,,,,,,,
1993,Richard Tanner-Tremaine,South Africa,,,,,,,,,,,,,
1992,David Butler,South Africa,,185,92.50%,30/171,83.04%,Silver,,,,,,,
1992,Keith Allen Guthrie,South Africa,,175,87.50%,39/171,77.78%,Silver,,,,,,,
1992,Martin Coetzer,South Africa,,,,,,,,,,,,,
1992,Walter De Oude,South Africa,,,,,,,,,,,,,
