Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2024,Theodor Beskow,Sweden,,276.13,46.02%,112/353,68.56%,Bronze,,,,,,,
2024,Victor Vatn,Sweden,,229.11,38.19%,164/353,53.82%,Bronze,,,,,,,
2024,Anastasiia Saranchina,Sweden,,174.33,29.05%,235/353,33.71%,,,,,,,,
2024,Sofie Fu,Sweden,,141.50,23.58%,270/353,23.80%,,,,,,,,
2023,Victor Vatn,Sweden,,142.0,23.67%,197/350,44.00%,Honourable Mention,,,,,,,
2023,Erik Hedin,Sweden,,90.0,15.00%,252/350,28.29%,Honourable Mention,,,,,,,
2023,Theodor Beskow,Sweden,,82.5,13.75%,264/350,24.86%,,,,,,,,
2023,Ellinor Klara Åhlander,Sweden,,52.5,8.75%,291/350,17.14%,,,,,,,,
2022,Olle Lapidus,Sweden,,172.29,28.71%,153/349,56.45%,Bronze,,,,,,,
2022,Victor Vatn,Sweden,,117.75,19.62%,209/349,40.40%,Honourable Mention,,,,,,,
2022,Alexander Wahlsten,Sweden,,94.55,15.76%,237/349,32.38%,,,,,,,,
2022,Erik Hedin,Sweden,,45.00,7.50%,294/349,16.05%,,,,,,,,
2021,Herman Lauenstein,Sweden,,288,48.00%,89/351,74.93%,Bronze,,,,,,,
2021,Victor Vatn,Sweden,,260,43.33%,110/351,68.95%,Bronze,,,,,,,
2021,Olle Lapidus,Sweden,,242,40.33%,128/351,63.82%,Bronze,,,,,,,
2021,Abdullah Zaghmout,Sweden,,103,17.17%,322/351,8.55%,,,,,,,,
2020,Fredrik Ekholm,Sweden,,422.19,70.36%,45/343,87.17%,Silver,,,,,,,
2020,Gustav Kalander,Sweden,,310.96,51.83%,104/343,69.97%,Bronze,,,,,,,
2020,Loke Gustafsson,Sweden,,177.64,29.61%,225/343,34.69%,,,,,,,,
2020,Niklas Sandén,Sweden,,124.00,20.67%,260/343,24.49%,,,,,,,,
2019,Fredrik Ekholm,Sweden,,371.72,61.95%,50/327,85.02%,Silver,,,,,,,
2019,Gustav Kalander,Sweden,,264.85,44.14%,146/327,55.66%,Bronze,,,,,,,
2019,Hugo Eberhard,Sweden,,264.34,44.06%,148/327,55.05%,Bronze,,,,,,,
2019,Carl Westerlund,Sweden,,258.31,43.05%,156/327,52.60%,Bronze,,,,,,,
2018,Fredrik Ekholm,Sweden,,324,54.00%,38/335,88.96%,Silver,,,,,,,
2018,Björn Magnusson,Sweden,,300,50.00%,55/335,83.88%,Silver,,,,,,,
2018,Hugo Eberhard,Sweden,,196,32.67%,163/335,51.64%,Bronze,,,,,,,
2018,Erik Amirell Eklöf,Sweden,,162,27.00%,193/335,42.69%,,,,,,,,
2017,David Wärn,Sweden,,337.03,56.17%,29/304,90.79%,Silver,,,,,,,
2017,Arvid Lunnemark,Sweden,,295.44,49.24%,46/304,85.20%,Silver,,,,,,,
2017,Fredrik Ekholm,Sweden,,189.07,31.51%,116/304,62.17%,Bronze,,,,,,,
2017,Herman Karlsson,Sweden,,176.70,29.45%,122/304,60.20%,Bronze,,,,,,,
2016,Joakim Blikstad,Sweden,,390,65.00%,38/308,87.99%,Silver,,,,,,,
2016,David Wärn,Sweden,,347,57.83%,60/308,80.84%,Silver,,,,,,,
2016,Fredrik Hernqvist,Sweden,,265,44.17%,124/308,60.06%,Bronze,,,,,,,
2016,Karl Lundstig,Sweden,,190,31.67%,192/308,37.99%,,,,,,,,
2015,Joakim Blikstad,Sweden,,368.45,61.41%,56/322,82.92%,Silver,,,,,,,
2015,David Wärn,Sweden,,251.42,41.90%,123/322,62.11%,Bronze,,,,,,,
2015,Fredrik Hernqvist,Sweden,,182.46,30.41%,165/322,49.07%,,,,,,,,
2015,Karl Lundstig,Sweden,,91.00,15.17%,246/322,23.91%,,,,,,,,
2014,Johan Sannemo,Sweden,,428,71.33%,39/311,87.78%,Silver,,,,,,,
