Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2014,Aron Granberg,Sweden,,315,52.50%,94/311,70.10%,Bronze,,,,,,,
2014,Joakim Blikstad,Sweden,,236,39.33%,139/311,55.63%,Bronze,,,,,,,
2014,Emma Nimstad,Sweden,,181,30.17%,182/311,41.80%,,,,,,,,
2013,Mårten Wiman,Sweden,,490,81.67%,20/299,93.65%,Gold,,,,,,,
2013,Johan Sannemo,Sweden,,418,69.67%,52/299,82.94%,Silver,,,,,,,
2013,Aron Granberg,Sweden,,381,63.50%,73/299,75.92%,Silver,,,,,,,
2013,Anton Grensjö,Sweden,,324,54.00%,95/299,68.56%,Bronze,,,,,,,
2012,Simon Lindholm,Sweden,,401,66.83%,17/310,94.84%,Gold,,,,,,,
2012,Mårten Wiman,Sweden,,216,36.00%,93/310,70.32%,Bronze,,,,,,,
2012,Johan Sannemo,Sweden,,178,29.67%,126/310,59.68%,Bronze,,,,,,,
2012,Anton Grensjö,Sweden,,128,21.33%,182/310,41.61%,,,,,,,,
2011,Emil Lenngren,Sweden,,331,55.17%,110/303,64.03%,Bronze,,,,,,,
2011,Jonas Olsson,Sweden,,296,49.33%,132/303,56.77%,Bronze,,,,,,,
2011,Mårten Wiman,Sweden,,291,48.50%,138/303,54.79%,Bronze,,,,,,,
2011,Anton Grensjö,Sweden,,211,35.17%,196/303,35.64%,,,,,,,,
2010,Simon Lindholm,Sweden,673,82.07%,40/297,86.87%,Silver,,,,,,,,
2010,Jonas Olsson,Sweden,521,63.54%,158/297,47.14%,,,,,,,,,
2010,David Borg,Sweden,518,63.17%,162/297,45.79%,,,,,,,,,
2010,Emil Lenngren,Sweden,518,63.17%,162/297,45.79%,,,,,,,,,
2009,Simon Lindholm,Sweden,425,53.12%,121/301,60.13%,Bronze,,,,,,,,
2009,Arash Rouhani,Sweden,,,,,,,,,,,,,
2009,Rikard Norlander,Sweden,,,,,,,,,,,,,
2009,Rikard Lundmark,Sweden,,,,,,,,,,,,,
2008,Gunnar Peng,Sweden,,244,40.67%,62/283,78.45%,Silver,,,,,,,
2008,Simon Lindholm,Sweden,,150,25.00%,122/283,57.24%,Bronze,,,,,,,
2008,Hannes Landeholm,Sweden,,,,,,,,,,,,,
2008,Per Eckerdal,Sweden,,,,,,,,,,,,,
2007,Chen Xing,Sweden,,299,49.83%,63/285,78.25%,Silver,,,,,,,
2007,Magnus Per Jedvert,Sweden,,206,34.33%,130/285,54.74%,Bronze,,,,,,,
2007,Per Eckerdal,Sweden,,,,,,,,,,,,,
2007,Simon Ceder,Sweden,,,,,,,,,,,,,
2006,Chen Xing,Sweden,,335,55.83%,61/282,78.72%,Silver,,,,,,,
2006,Kristofer Krus,Sweden,,,,,,,,,,,,,
2006,Jonas Håden,Sweden,,,,,,,,,,,,,
2006,Jonas Engblom,Sweden,,,,,,,,,,,,,
2005,Chen Xing,Sweden,,381,63.50%,79/276,71.74%,Bronze,,,,,,,
2005,Per Alexandersson,Sweden,,,,,,,,,,,,,
2005,Magnus Andermo,Sweden,,,,,,,,,,,,,
2004,Chen Xing,Sweden,,385,64.17%,55/291,81.44%,Silver,,,,,,,
2004,Fredrik Svensson,Sweden,,,,,,,,,,,,,
2004,Hans Wennborg,Sweden,,,,,,,,,,,,,
2004,Per Alexandersson,Sweden,,,,,,,,,,,,,
2003,Erik Bernhardsson,Sweden,,417.0,69.50%,8/265,97.36%,Gold,,,,,,,
2003,Carl Nettelblad,Sweden,,352.4,58.73%,23/265,91.70%,Gold,,,,,,,
2003,Sören Petersen,Sweden,,269.9,44.98%,58/265,78.49%,Silver,,,,,,,
2003,Joel Jonsson,Sweden,,261.3,43.55%,65/265,75.85%,Silver,,,,,,,
2002,Daniel Andersson,Sweden,,296,49.33%,22/276,92.39%,Gold,,,,,,,
2002,Erik Bernhardsson,Sweden,,222,37.00%,72/276,74.28%,Bronze,,,,,,,
2002,Dan Nilsson,Sweden,,162,27.00%,116/276,58.33%,Bronze,,,,,,,
2002,Carl Nettelblad,Sweden,,,,,,,,,,,,,
2001,Daniel Andersson,Sweden,,251,41.83%,77/272,72.06%,Bronze,,,,,,,
2001,Carl Nettelblad,Sweden,,222,37.00%,92/272,66.54%,Bronze,,,,,,,
2001,Robin Håkansson,Sweden,,195,32.50%,103/272,62.50%,Bronze,,,,,,,
2001,Dan Nilsson,Sweden,,,,,,,,,,,,,
2000,Toivo Henningsson,Sweden,,580,82.86%,17/278,94.24%,Gold,,,,,,,
2000,Gustav Lindström,Sweden,,505,72.14%,33/278,88.49%,Silver,,,,,,,
2000,Erik Sandberg,Sweden,,250,35.71%,129/278,53.96%,Bronze,,,,,,,
2000,Magnus Jonsson,Sweden,,,,,,,,,,,,,
1999,Patrik Sundberg,Sweden,,361,60.17%,14/253,94.86%,Gold,,,,,,,
1999,Gustav Lindström,Sweden,,230,38.33%,64/253,75.10%,Bronze,,,,,,,
1999,Mattias de Zalenski,Sweden,,199,33.17%,86/253,66.40%,Bronze,,,,,,,
1999,Erik Jonsson,Sweden,,,,,,,,,,,,,
1998,Patrik Sundberg,Sweden,,670,95.71%,13/241,95.02%,Gold,,,,,,,
1998,Pär Söderhjelm,Sweden,,530,75.71%,46/241,81.33%,Silver,,,,,,,
1998,Gustav Lindström,Sweden,,500,71.43%,55/241,77.59%,Silver,,,,,,,
1998,Mattias de Zalenski,Sweden,,440,62.86%,80/241,67.22%,Bronze,,,,,,,
1997,Jimmy Mårdell,Sweden,,418,69.67%,10/221,95.93%,Gold,,,,,,,
1997,Marcus Isaksson,Sweden,,416,69.33%,11/221,95.48%,Gold,,,,,,,
1997,Pär Söderhjelm,Sweden,,99,16.50%,172/221,22.62%,,,,,,,,
1997,David Rydh,Sweden,,27,4.50%,202/221,9.05%,,,,,,,,
1996,Johan Thapper,Sweden,,150,75.00%,54/220,75.91%,Silver,,,,,,,
1996,Jacob Stedman,Sweden,,100,50.00%,109/220,50.91%,,,,,,,,
1996,Adam Tylmad,Sweden,,97,48.50%,113/220,49.09%,,,,,,,,
1996,Stein Norheim,Sweden,,88,44.00%,118/220,46.82%,,,,,,,,
1995,Fredrik Färnström,Sweden,,110,55.00%,72/210,66.19%,Bronze,,,,,,,
1995,Henrik Sjöberg,Sweden,,101,50.50%,83/210,60.95%,Bronze,,,,,,,
1995,Tomas Hägglund,Sweden,,87,43.50%,111/210,47.62%,,,,,,,,
1995,Kristian Andåker,Sweden,,40,20.00%,163/210,22.86%,,,,,,,,
1995,Jenny Jacobsson,Sweden,,39,19.50%,166/210,21.43%,,,,,,,,
1994,Fredrik Schön,Sweden,,111,55.50%,31/189,84.13%,Silver,,,,,,,
1994,Simon Lundin,Sweden,,96,48.00%,49/189,74.60%,Silver,,,,,,,
1994,Marcus Better,Sweden,,81,40.50%,63/189,67.20%,Bronze,,,,,,,
1994,Marcus Nilsson,Sweden,,,,,,,,,,,,,
1993,Fredrik Huss,Sweden,,200,100.00%,1/155,100.00%,Gold,,,,,,,
1993,Mårten Larsson,Sweden,,167,83.50%,31/155,80.65%,Silver,,,,,,,
1993,Erik Persson,Sweden,,,,,,,,,,,,,
1993,Johan Dahlberg,Sweden,,,,,,,,,,,,,
1992,Fredrik Huss,Sweden,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Niklas Eén,Sweden,,198,99.00%,13/171,92.98%,Gold,,,,,,,
1992,Marcus Comstedt,Sweden,,188,94.00%,28/171,84.21%,Silver,,,,,,,
1992,Jesper Nilsson,Sweden,,145,72.50%,69/171,60.23%,Bronze,,,,,,,
1991,Andreas Strömbergsson,Sweden,,141,70.50%,9/68,88.24%,Silver,,,,,,,
1991,Fredrik Huss,Sweden,,138,69.00%,10/68,86.76%,Silver,,,,,,,
1991,Fredrik Hübinette,Sweden,,133,66.50%,18/68,75.00%,Silver,,,,,,,
1990,Petter Eriksson,Sweden,,83,41.50%,21/100,80.00%,Bronze,,,,,,,
1990,Peter Brandström,Sweden,,,,,,,,,,,,,
1990,Mats Andersson,Sweden,,,,,,,,,,,,,
