Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2009,Gabriel Luis Mello Dalalio,Brazil,481,60.12%,81/301,73.42%,Bronze,,,,,,,,
2009,Andre Hahn Pereira,Brazil,463,57.88%,92/301,69.77%,Bronze,,,,,,,,
2009,Renato Ferreira Pinto Junior,Brazil,,,,,,,,,,,,,
2008,Marcelo Galvão Póvoa,Brazil,,165,27.50%,107/283,62.54%,Bronze,,,,,,,
2008,Gabriel Luis Mello Dalalio,Brazil,,159,26.50%,112/283,60.78%,Bronze,,,,,,,
2008,Pedro Veras Bezerra da Silva,Brazil,,142,23.67%,132/283,53.71%,Bronze,,,,,,,
2008,Ricardo Hahn Pereira,Brazil,,137,22.83%,136/283,52.30%,Bronze,,,,,,,
2007,César Kawakami,Brazil,,330,55.00%,43/285,85.26%,Silver,,,,,,,
2007,Eduardo Ribas,Brazil,,243,40.50%,106/285,63.16%,Bronze,,,,,,,
2007,André Linhares Rodrigues,Brazil,,218,36.33%,120/285,58.25%,Bronze,,,,,,,
2007,Ricardo Hahn Pereira,Brazil,,,,,,,,,,,,,
2006,Gabriel Bujokas,Brazil,,255,42.50%,114/282,59.93%,Bronze,,,,,,,
2006,Paulo Roberto Almeida Costa,Brazil,,243,40.50%,122/282,57.09%,Bronze,,,,,,,
2006,André Linhares Rodrigues,Brazil,,,,,,,,,,,,,
2006,César Kawakami,Brazil,,,,,,,,,,,,,
2005,Raphael Henrique Ribas,Brazil,,351,58.50%,92/276,67.03%,Bronze,,,,,,,
2005,André Slepetys,Brazil,,309,51.50%,116/276,58.33%,Bronze,,,,,,,
2005,André Linhares Rodrigues,Brazil,,,,,,,,,,,,,
2005,Paulo Matias,Brazil,,,,,,,,,,,,,
2004,Fábio Dias Moreira,Brazil,,320,53.33%,102/291,65.29%,Bronze,,,,,,,
2004,Raphael Henrique Ribas,Brazil,,300,50.00%,115/291,60.82%,Bronze,,,,,,,
