Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2004,Giovanno Cardenas,Colombia,,,,,,,,,,,,,
2004,Ivan Arias,Colombia,,,,,,,,,,,,,
2004,Willy Montes,Colombia,,,,,,,,,,,,,
2003,Miguel Yañez,Colombia,,,,,,,,,,,,,
2003,Carlos Campo,Colombia,,,,,,,,,,,,,
2003,Ivan Arias,Colombia,,,,,,,,,,,,,
2003,Giovanno Cardenas,Colombia,,,,,,,,,,,,,
2002,Oscar Rodriguez,Colombia,,230,38.33%,65/276,76.81%,Silver,,,,,,,
2002,Juan Sarria,Colombia,,,,,,,,,,,,,
2002,Edwin Niño,Colombia,,,,,,,,,,,,,
2002,Jamer Cuevas,Colombia,,,,,,,,,,,,,
2001,Oscar Rodriguez,Colombia,,,,,,,,,,,,,
2001,Juan Sarria,Colombia,,,,,,,,,,,,,
2001,Camilo Gonzalez,Colombia,,,,,,,,,,,,,
2001,Edwin Niño,Colombia,,,,,,,,,,,,,
2000,Duvan Henao,Colombia,,,,,,,,,,,,,
2000,Michael Prieto,Colombia,,,,,,,,,,,,,
2000,Camilo Gonzalez,Colombia,,,,,,,,,,,,,
2000,Raul Garcia,Colombia,,,,,,,,,,,,,
1999,John Congote,Colombia,,,,,,,,,,,,,
1999,Johan Ayala,Colombia,,,,,,,,,,,,,
1999,Julio Ruiz,Colombia,,,,,,,,,,,,,
1999,Michael Prieto,Colombia,,,,,,,,,,,,,
1998,John Congote,Colombia,,220,31.43%,144/241,40.66%,,,,,,,,
1998,David Bello,Colombia,,90,12.86%,187/241,22.82%,,,,,,,,
1998,Johan Ayala,Colombia,,20,2.86%,217/241,10.37%,,,,,,,,
1998,Raul Garcia,Colombia,,20,2.86%,217/241,10.37%,,,,,,,,
1997,Duvier Zuluaga,Colombia,,191,31.83%,118/221,47.06%,,,,,,,,
1997,Felipe Reyes,Colombia,,142,23.67%,146/221,34.39%,,,,,,,,
1997,Andres Ramirez,Colombia,,64,10.67%,187/221,15.84%,,,,,,,,
1996,Duvier Zuluaga,Colombia,,60,30.00%,167/220,24.55%,,,,,,,,
1996,Raul Duque,Colombia,,60,30.00%,167/220,24.55%,,,,,,,,
1996,Arias Juan,Colombia,,59,29.50%,170/220,23.18%,,,,,,,,
1996,Sergio Feo,Colombia,,37,18.50%,191/220,13.64%,,,,,,,,
1995,Arias Juan,Colombia,,75,37.50%,125/210,40.95%,,,,,,,,
1995,John Leyva,Colombia,,70,35.00%,132/210,37.62%,,,,,,,,
1995,Andres Britto,Colombia,,24,12.00%,176/210,16.67%,,,,,,,,
1995,Nelson Olarte,Colombia,,23,11.50%,178/210,15.71%,,,,,,,,
1994,John Leyva,Colombia,,70,35.00%,82/189,57.14%,Bronze,,,,,,,
1994,Ramiro Calderon,Colombia,,,,,,,,,,,,,
1994,Jairo Cadena,Colombia,,,,,,,,,,,,,
1994,Raul Duque,Colombia,,,,,,,,,,,,,
1993,Gustavo Gil,Colombia,,,,,,,,,,,,,
1993,Carlos Hoyos Dimoftache,Colombia,,,,,,,,,,,,,
1993,Ramiro Calderon,Colombia,,,,,,,,,,,,,
1992,Jose Restrepo Laverde,Colombia,,,,,,,,,,,,,
1992,Carlos Hoyos Dimoftache,Colombia,,,,,,,,,,,,,
