Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2008,Kazuhiro Hosaka,Japan,,360,60.00%,23/283,92.23%,Gold,,,,,,,
2008,Makoto Soejima,Japan,,352,58.67%,25/283,91.52%,Silver,,,,,,,
2008,Eiichi Matsumoto,Japan,,201,33.50%,91/283,68.20%,Bronze,,,,,,,
2008,Motoki Takigiku,Japan,,166,27.67%,105/283,63.25%,Bronze,,,,,,,
2007,Toshiki Kataoka,Japan,,404,67.33%,19/285,93.68%,Gold,,,,,,,
2007,Yuki Yoshida,Japan,,286,47.67%,72/285,75.09%,Silver,,,,,,,
2007,Eiichi Matsumoto,Japan,,228,38.00%,117/285,59.30%,Bronze,,,,,,,
2007,Ryosuke Okuta,Japan,,,,,,,,,,,,,
2006,Toshiki Kataoka,Japan,,413,68.83%,16/282,94.68%,Gold,,,,,,,
2006,Masaki Watanabe,Japan,,388,64.67%,21/282,92.91%,Gold,,,,,,,
2006,Kentaro Imajo,Japan,,241,40.17%,124/282,56.38%,Bronze,,,,,,,
2006,Takuya Akiba,Japan,,,,,,,,,,,,,
1996,Tsuyoshi Ito,Japan,,85,42.50%,127/220,42.73%,,,,,,,,
1996,Yu Kobayashi,Japan,,44,22.00%,185/220,16.36%,,,,,,,,
1995,Tetsushi Ito,Japan,,170,85.00%,4/210,98.57%,Gold,,,,,,,
1995,Teppei Kiuchi,Japan,,97,48.50%,91/210,57.14%,Bronze,,,,,,,
1994,Tetsushi Ito,Japan,,134,67.00%,21/189,89.42%,Silver,,,,,,,
1994,Kengo Matsuyama,Japan,,96,48.00%,49/189,74.60%,Silver,,,,,,,
