Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
2024,Aykhan Damirli,Azerbaijan,,260.11,43.35%,126/353,64.59%,Bronze,,,,,,,
2024,Fuad Garayev,Azerbaijan,,210.33,35.05%,184/353,48.16%,Honourable Mention,,,,,,,
2024,Tahir Aliyev,Azerbaijan,,185.77,30.96%,221/353,37.68%,,,,,,,,
2024,Huseyn Aghayev,Azerbaijan,,172.81,28.80%,237/353,33.14%,,,,,,,,
2023,Fuad Garayev,Azerbaijan,,153.0,25.50%,175/350,50.29%,Bronze,,,,,,,
2023,Sahib Aliyev,Azerbaijan,,146.0,24.33%,186/350,47.14%,Honourable Mention,,,,,,,
2023,Fidan Huseynova,Azerbaijan,,138.0,23.00%,203/350,42.29%,Honourable Mention,,,,,,,
2023,Khizri Sakhrayev,Azerbaijan,,88.0,14.67%,255/350,27.43%,,,,,,,,
2022,Said Nasibov,Azerbaijan,,163.00,27.17%,164/349,53.30%,Bronze,,,,,,,
2022,Fuad Garayev,Azerbaijan,,92.00,15.33%,239/349,31.81%,,,,,,,,
2022,Fidan Huseynova,Azerbaijan,,56.00,9.33%,273/349,22.06%,,,,,,,,
2022,Omar Afandi,Azerbaijan,,22.00,3.67%,328/349,6.30%,,,,,,,,
2021,Aziz Huseynov,Azerbaijan,,275,45.83%,95/351,73.22%,Bronze,,,,,,,
2021,Said Nasibov,Azerbaijan,,213,35.50%,155/351,56.13%,Bronze,,,,,,,
2021,Amin Jalilov,Azerbaijan,,195,32.50%,187/351,47.01%,,,,,,,,
2021,Emin Orujov,Azerbaijan,,174,29.00%,227/351,35.61%,,,,,,,,
2020,Aziz Huseynov,Azerbaijan,,303.75,50.62%,114/343,67.06%,Bronze,,,,,,,
2020,Abutalib Namazov,Azerbaijan,,272.62,45.44%,139/343,59.77%,Bronze,,,,,,,
2020,Murad Eynizada,Azerbaijan,,239.62,39.94%,169/343,51.02%,Bronze,,,,,,,
2020,Ibrahim Taghizade,Azerbaijan,,160.00,26.67%,238/343,30.90%,,,,,,,,
2019,Murad Eynizada,Azerbaijan,,232.85,38.81%,177/327,46.18%,,,,,,,,
2019,Abutalib Namazov,Azerbaijan,,232.24,38.71%,179/327,45.57%,,,,,,,,
2019,Farhad Azimov,Azerbaijan,,164.01,27.34%,246/327,25.08%,,,,,,,,
2019,Ibrahim Taghizade,Azerbaijan,,122.95,20.49%,279/327,14.98%,,,,,,,,
2019,Aziz Huseynov,Azerbaijan 2,,214.00,35.67%,,,,,,,,,,
2019,Amin Jalilov,Azerbaijan 2,,170.35,28.39%,,,,,,,,,,
2019,Huseyn Hajiyev,Azerbaijan 2,,54.09,9.02%,,,,,,,,,,
2019,Fatima Omarova,Azerbaijan 2,,10.00,1.67%,,,,,,,,,,
2018,Abutalib Namazov,Azerbaijan,,178,29.67%,175/335,48.06%,,,,,,,,
2018,Ziya Mukhtarov,Azerbaijan,,154,25.67%,201/335,40.30%,,,,,,,,
2018,Rafail Saddatimov,Azerbaijan,,62,10.33%,270/335,19.70%,,,,,,,,
2018,Murad Eynizada,Azerbaijan,,60,10.00%,274/335,18.51%,,,,,,,,
2017,Ziya Mukhtarov,Azerbaijan,,100.81,16.80%,196/304,35.86%,,,,,,,,
2017,Rafail Saddatimov,Azerbaijan,,77.67,12.95%,218/304,28.62%,,,,,,,,
2017,Alakbar Askarov,Azerbaijan,,47.62,7.94%,260/304,14.80%,,,,,,,,
2017,Abutalib Namazov,Azerbaijan,,34.35,5.72%,280/304,8.22%,,,,,,,,
2016,Elgun Jabrayilzade,Azerbaijan,,169,28.17%,207/308,33.12%,,,,,,,,
2016,Rustam Aghayev,Azerbaijan,,151,25.17%,221/308,28.57%,,,,,,,,
2016,Ziya Mukhtarov,Azerbaijan,,113,18.83%,239/308,22.73%,,,,,,,,
2016,Alakbar Askarov,Azerbaijan,,104,17.33%,248/308,19.81%,,,,,,,,
2015,Elgun Jabrayilzade,Azerbaijan,,111.27,18.55%,226/322,30.12%,,,,,,,,
2015,Rustam Aghayev,Azerbaijan,,53.00,8.83%,287/322,11.18%,,,,,,,,
2015,Sharif Afandi,Azerbaijan,,10.00,1.67%,315/322,2.48%,,,,,,,,
2015,Kamal Eyubov,Azerbaijan,,10.00,1.67%,315/322,2.48%,,,,,,,,
2014,Elgun Jabrayilzade,Azerbaijan,,104,17.33%,227/311,27.33%,,,,,,,,
2014,Tahir Alizade,Azerbaijan,,84,14.00%,248/311,20.58%,,,,,,,,
2014,Aliagha Shirinov,Azerbaijan,,49,8.17%,281/311,9.97%,,,,,,,,
2014,Fateh Ibrahimli,Azerbaijan,,41,6.83%,291/311,6.75%,,,,,,,,
2013,Rashid Gaziyev,Azerbaijan,,101,16.83%,224/299,25.42%,,,,,,,,
2013,Tahir Alizade,Azerbaijan,,79,13.17%,238/299,20.74%,,,,,,,,
2013,Elmi Ahmadov,Azerbaijan,,61,10.17%,252/299,16.05%,,,,,,,,
2013,Sanan Pashayev,Azerbaijan,,24,4.00%,285/299,5.02%,,,,,,,,
2012,Tahir Alizade,Azerbaijan,,92,15.33%,214/310,31.29%,,,,,,,,
2012,Rashid Gaziyev,Azerbaijan,,71,11.83%,237/310,23.87%,,,,,,,,
2012,Elmi Ahmadov,Azerbaijan,,34,5.67%,274/310,11.94%,,,,,,,,
2012,Sanan Pashayev,Azerbaijan,,16,2.67%,290/310,6.77%,,,,,,,,
2011,Azad Salahli,Azerbaijan,,299,49.83%,130/303,57.43%,Bronze,,,,,,,
2011,Ali Karimli,Azerbaijan,,121,20.17%,240/303,21.12%,,,,,,,,
2011,Rashid Gaziyev,Azerbaijan,,27,4.50%,272/303,10.56%,,,,,,,,
2011,Tahir Alizade,Azerbaijan,,0,0.00%,287/303,5.61%,,,,,,,,
2010,Azad Salahli,Azerbaijan,391,47.68%,217/297,27.27%,,,,,,,,,
2010,Zaur Abbasbayli,Azerbaijan,254,30.98%,255/297,14.48%,,,,,,,,,
2010,Allahverdi Suleymanov,Azerbaijan,225,27.44%,263/297,11.78%,,,,,,,,,
2010,Elshan Hajiyev,Azerbaijan,225,27.44%,263/297,11.78%,,,,,,,,,
2009,Farman Iqbal Farmanov,Azerbaijan,,,,,,,,,,,,,
2009,Tural Islam Neymanov,Azerbaijan,,,,,,,,,,,,,
2009,Tural Vugar Gulmammadov,Azerbaijan,,,,,,,,,,,,,
2009,Azad Salahli,Azerbaijan,,,,,,,,,,,,,
2008,Yashar Abbasov,Azerbaijan,,,,,,,,,,,,,
2008,Tural Islam Neymanov,Azerbaijan,,,,,,,,,,,,,
2008,Suel Huseynzade,Azerbaijan,,,,,,,,,,,,,
2008,Farman Iqbal Farmanov,Azerbaijan,,,,,,,,,,,,,
2007,Yashar Abbasov,Azerbaijan,,,,,,,,,,,,,
2007,Aykhan Aliyev,Azerbaijan,,,,,,,,,,,,,
2007,Turan Rustamli,Azerbaijan,,,,,,,,,,,,,
2007,Tural Islam Neymanov,Azerbaijan,,,,,,,,,,,,,
2006,Akshin Salimov,Azerbaijan,,,,,,,,,,,,,
2006,Javid Mahmud-Zade,Azerbaijan,,,,,,,,,,,,,
2006,Aykhan Aliyev,Azerbaijan,,,,,,,,,,,,,
2006,Afgan Abbasov,Azerbaijan,,,,,,,,,,,,,
2005,Javid Mahmud-Zade,Azerbaijan,,,,,,,,,,,,,
2005,Efqan Abbasov,Azerbaijan,,,,,,,,,,,,,
2005,Rustan Hashimov,Azerbaijan,,,,,,,,,,,,,
2005,Maksud Ibrahimov,Azerbaijan,,,,,,,,,,,,,
2005,Akshin Salimov,Azerbaijan,,,,,,,,,,,,,
2004,Maksud Ibrahimov,Azerbaijan,,295,49.17%,121/291,58.76%,Bronze,,,,,,,
2004,Akshin Salimov,Azerbaijan,,,,,,,,,,,,,
2004,Farid Ahmadov,Azerbaijan,,,,,,,,,,,,,
2004,Tofig Hasanov,Azerbaijan,,,,,,,,,,,,,
2003,Tofig Hasanov,Azerbaijan,,267.1,44.52%,59/265,78.11%,Silver,,,,,,,
2003,Farid Ahmadov,Azerbaijan,,,,,,,,,,,,,
2003,Maksud Ibrahimov,Azerbaijan,,,,,,,,,,,,,
2003,Teymur Guliyev,Azerbaijan,,,,,,,,,,,,,
2002,Isa Aliyev,Azerbaijan,,,,,,,,,,,,,
2002,Farid Ahmadov,Azerbaijan,,,,,,,,,,,,,
2002,Tofig Hasanov,Azerbaijan,,,,,,,,,,,,,
2002,Teymur Guliyev,Azerbaijan,,,,,,,,,,,,,
2001,Rajab Davudov,Azerbaijan,,,,,,,,,,,,,
2001,Aslan Askarov,Azerbaijan,,,,,,,,,,,,,
2001,Maksud Ibrahimov,Azerbaijan,,,,,,,,,,,,,
2001,Emin Guliyev,Azerbaijan,,,,,,,,,,,,,
2000,Seimour Mamedov,Azerbaijan,,,,,,,,,,,,,
2000,Emin Guliyev,Azerbaijan,,,,,,,,,,,,,
2000,Emin Hasanov,Azerbaijan,,,,,,,,,,,,,
2000,Murad  Mamedov,Azerbaijan,,,,,,,,,,,,,
1999,Murad  Mamedov,Azerbaijan,,,,,,,,,,,,,
1999,Seimour Mamedov,Azerbaijan,,,,,,,,,,,,,
