Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Giorgos Trigiorgis,Cyprus,,,,,,,,,,,,,
2007,Michalis Yerou,Cyprus,,,,,,,,,,,,,
2006,Michalis Yerou,Cyprus,,,,,,,,,,,,,
2006,Panayiotis Talianos,Cyprus,,,,,,,,,,,,,
2006,Michalis Rossides,Cyprus,,,,,,,,,,,,,
2006,Andreas Matsikaris,Cyprus,,,,,,,,,,,,,
2005,Stylianos Louca,Cyprus,,,,,,,,,,,,,
2005,Andreas Matsikaris,Cyprus,,,,,,,,,,,,,
2005,Georgios Michael,Cyprus,,,,,,,,,,,,,
2005,Avgoustinos Kadis,Cyprus,,,,,,,,,,,,,
2004,Andreas Louca,Cyprus,,,,,,,,,,,,,
2004,Andreas Matsikaris,Cyprus,,,,,,,,,,,,,
2004,Avgoustinos Kadis,Cyprus,,,,,,,,,,,,,
2004,Georgios Michael,Cyprus,,,,,,,,,,,,,
2003,Kyriakos Matsikaris,Cyprus,,,,,,,,,,,,,
2003,George Papadopoulos,Cyprus,,,,,,,,,,,,,
2003,Alexis Christophorides,Cyprus,,,,,,,,,,,,,
2003,Avgoustinos Kadis,Cyprus,,,,,,,,,,,,,
2002,Alexis Christophorides,Cyprus,,,,,,,,,,,,,
2002,Kyriakos Matsikaris,Cyprus,,,,,,,,,,,,,
2002,George Papadopoulos,Cyprus,,,,,,,,,,,,,
2002,Avgoustinos Kadis,Cyprus,,,,,,,,,,,,,
2001,Yiannis Volos,Cyprus,,,,,,,,,,,,,
2001,Marios Assiotis,Cyprus,,,,,,,,,,,,,
2001,Alexis Christophorides,Cyprus,,,,,,,,,,,,,
2001,Michalis Galanos,Cyprus,,,,,,,,,,,,,
2000,Georgios Aristides,Cyprus,,,,,,,,,,,,,
2000,Marios Assiotis,Cyprus,,,,,,,,,,,,,
2000,Marios Nikolaides,Cyprus,,,,,,,,,,,,,
2000,Panayiotis Stavrinides,Cyprus,,,,,,,,,,,,,
1999,Michalis Strouthos,Cyprus,,,,,,,,,,,,,
1999,Socratis Georgiou,Cyprus,,,,,,,,,,,,,
1999,Konstantinos Sofokleous,Cyprus,,,,,,,,,,,,,
1998,Socratis Georgiou,Cyprus,,170,24.29%,158/241,34.85%,,,,,,,,
1998,Konstantinos Sofokleous,Cyprus,,160,22.86%,161/241,33.61%,,,,,,,,
1998,Panayiotis Stavrinides,Cyprus,,150,21.43%,164/241,32.37%,,,,,,,,
1998,Haris Michael Volos,Cyprus,,0,0.00%,222/241,8.30%,,,,,,,,
1997,Socratis Georgiou,Cyprus,,146,24.33%,144/221,35.29%,,,,,,,,
1997,Steven Nicolaou,Cyprus,,124,20.67%,155/221,30.32%,,,,,,,,
1997,Konstantinos Sofokleous,Cyprus,,99,16.50%,172/221,22.62%,,,,,,,,
1997,Haris Michael Volos,Cyprus,,12,2.00%,210/221,5.43%,,,,,,,,
1996,Timothy Constantinou,Cyprus,,85,42.50%,127/220,42.73%,,,,,,,,
1996,Alexantros Kyriakides,Cyprus,,67,33.50%,156/220,29.55%,,,,,,,,
1996,Konstantinos Sofokleous,Cyprus,,58,29.00%,172/220,22.27%,,,,,,,,
1996,Christos Evangelou,Cyprus,,38,19.00%,190/220,14.09%,,,,,,,,
1995,Alexantros Kyriakides,Cyprus,,59,29.50%,141/210,33.33%,,,,,,,,
1995,Antreas Georgiou,Cyprus,,14,7.00%,184/210,12.86%,,,,,,,,
1995,Timothy Constantinou,Cyprus,,6,3.00%,194/210,8.10%,,,,,,,,
1994,Michael     Panayiotou,Cyprus,,,,,,,,,,,,,
1994,Ioannis Zapitis,Cyprus,,,,,,,,,,,,,
1994,Neofytos Dimitriou,Cyprus,,,,,,,,,,,,,
1993,Constantinos Scordis,Cyprus,,123,61.50%,80/155,49.03%,Bronze,,,,,,,
1992,George Kyrou,Cyprus,,,,,,,,,,,,,
1992,Michael     Panayiotou,Cyprus,,,,,,,,,,,,,
1992,Constantinos Scordis,Cyprus,,,,,,,,,,,,,
1991,George Kyrou,Cyprus,,75,37.50%,55/68,20.59%,,,,,,,,
1991,Constantinos Scordis,Cyprus,,20,10.00%,59/68,14.71%,,,,,,,,
1991,Andreas Manoli,Cyprus,,15,7.50%,63/68,8.82%,,,,,,,,
