Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2006,Antti Laaksonen,Finland,,283,47.17%,95/282,66.67%,Bronze,,,,,,,
2006,Lauri Kenttä,Finland,,252,42.00%,117/282,58.87%,Bronze,,,,,,,
2006,Ville Pettersson,Finland,,246,41.00%,121/282,57.45%,Bronze,,,,,,,
2005,Ville Pettersson,Finland,,435,72.50%,49/276,82.61%,Silver,,,,,,,
2005,Mikko Ervasti,Finland,,,,,,,,,,,,,
2005,Antti Laaksonen,Finland,,,,,,,,,,,,,
2005,Ilkka Mattila,Finland,,,,,,,,,,,,,
2004,Ville Mäkynen,Finland,,345,57.50%,85/291,71.13%,Bronze,,,,,,,
2004,Niko Kiirala,Finland,,,,,,,,,,,,,
2004,Sami Kivistö,Finland,,,,,,,,,,,,,
2004,Topi Musto,Finland,,,,,,,,,,,,,
2003,Veli Peltola,Finland,,372.1,62.02%,16/265,94.34%,Gold,,,,,,,
2003,Ville Mäkynen,Finland,,330.3,55.05%,31/265,88.68%,Silver,,,,,,,
2003,Juha Arpiainen,Finland,,317.1,52.85%,38/265,86.04%,Silver,,,,,,,
2003,Markus Ojala,Finland,,210.4,35.07%,102/265,61.89%,Bronze,,,,,,,
2002,Markus Ojala,Finland,,229,38.17%,67/276,76.09%,Silver,,,,,,,
2002,Veli Peltola,Finland,,208,34.67%,80/276,71.38%,Bronze,,,,,,,
2002,Olli-Pekka Kahilakoski,Finland,,205,34.17%,81/276,71.01%,Bronze,,,,,,,
2002,Olli-Pentti Saira,Finland,,177,29.50%,102/276,63.41%,Bronze,,,,,,,
2001,Teemu Murtola,Finland,,441,73.50%,7/272,97.79%,Gold,,,,,,,
2001,Mika Pruikkonen,Finland,,373,62.17%,28/272,90.07%,Silver,,,,,,,
2001,Fredrik Jansson,Finland,,313,52.17%,49/272,82.35%,Silver,,,,,,,
2001,Olli-Pentti Saira,Finland,,266,44.33%,68/272,75.37%,Silver,,,,,,,
2000,Tero Karras,Finland,,570,81.43%,18/278,93.88%,Gold,,,,,,,
2000,Teemu Murtola,Finland,,380,54.29%,75/278,73.38%,Bronze,,,,,,,
2000,Tuukka Hastrup,Finland,,,,,,,,,,,,,
2000,Asko Soukka,Finland,,,,,,,,,,,,,
1999,Tero Karras,Finland,,327,54.50%,27/253,89.72%,Silver,,,,,,,
1999,Thomas Eckerman,Finland,,277,46.17%,44/253,83.00%,Silver,,,,,,,
1999,Teemu Murtola,Finland,,146,24.33%,121/253,52.57%,Bronze,,,,,,,
1999,Timo Teräs,Finland,,,,,,,,,,,,,
1998,Samuli Laine,Finland,,600,85.71%,25/241,90.04%,Silver,,,,,,,
1998,Tero Karras,Finland,,490,70.00%,59/241,75.93%,Silver,,,,,,,
1998,Jan Lönnberg,Finland,,480,68.57%,63/241,74.27%,Bronze,,,,,,,
1998,Timo Teräs,Finland,,380,54.29%,100/241,58.92%,Bronze,,,,,,,
1997,Samuli Laine,Finland,,422,70.33%,9/221,96.38%,Gold,,,,,,,
1997,Tero Karras,Finland,,303,50.50%,54/221,76.02%,Silver,,,,,,,
1997,Jari Karppanen,Finland,,189,31.50%,119/221,46.61%,,,,,,,,
1997,Jan Lönnberg,Finland,,146,24.33%,144/221,35.29%,,,,,,,,
1996,Janne Kujala,Finland,,184,92.00%,9/220,96.36%,Gold,,,,,,,
1996,Vesa Rantanen,Finland,,126,63.00%,77/220,65.45%,Bronze,,,,,,,
1996,Samuli Laine,Finland,,85,42.50%,127/220,42.73%,,,,,,,,
1996,Hannu Niemistö,Finland,,48,24.00%,178/220,19.55%,,,,,,,,
1995,Vesa Rantanen,Finland,,144,72.00%,28/210,87.14%,Silver,,,,,,,
1995,Kari Visala,Finland,,140,70.00%,31/210,85.71%,Silver,,,,,,,
1995,Johannes Lehtinen,Finland,,107,53.50%,75/210,64.76%,Bronze,,,,,,,
1995,Samuli Laine,Finland,,104,52.00%,76/210,64.29%,Bronze,,,,,,,
1995,Hennariikka Autio,Finland,,3,1.50%,199/210,5.71%,,,,,,,,
1994,Seppo Nyrkkö,Finland,,106,53.00%,35/189,82.01%,Silver,,,,,,,
1994,Juho Yli-Krekola,Finland,,74,37.00%,77/189,59.79%,Bronze,,,,,,,
1994,Mikko Lahdensivu,Finland,,,,,,,,,,,,,
1994,Petri Leppäniemi,Finland,,,,,,,,,,,,,
1993,Petri Hintukainen,Finland,,,,,,,,,,,,,
1993,Janne Kujala,Finland,,,,,,,,,,,,,
1993,Seppo Nyrkkö,Finland,,,,,,,,,,,,,
1993,Elina Parviainen,Finland,,,,,,,,,,,,,
1992,Arttu Rajantie,Finland,,190,95.00%,23/171,87.13%,Silver,,,,,,,
1992,Esa Pulkkinen,Finland,,130,65.00%,78/171,54.97%,Bronze,,,,,,,
1992,Juha Koivisto,Finland,,,,,,,,,,,,,
1992,Jyrki Niemi,Finland,,,,,,,,,,,,,
