Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2006,Tanryberdi Shihmuradov,Turkmenistan,,,,,,,,,,,,,
2005,Atamyrat Hezretkuliyew,Turkmenistan,,284,47.33%,130/276,53.26%,Bronze,,,,,,,
2005,Azat Nobatov,Turkmenistan,,,,,,,,,,,,,
2005,Agajan Şihimow,Turkmenistan,,,,,,,,,,,,,
2005,Muhammet Orazov,Turkmenistan,,,,,,,,,,,,,
2004,Atamyrat Hezretkuliyew,Turkmenistan,,,,,,,,,,,,,
2004,Azat Nobatov,Turkmenistan,,,,,,,,,,,,,
2004,Mekan Chariyev,Turkmenistan,,,,,,,,,,,,,
2004,Muhammet Orazov,Turkmenistan,,,,,,,,,,,,,
2003,Batyr Taganov,Turkmenistan,,,,,,,,,,,,,
2003,Eziz Rejepov,Turkmenistan,,,,,,,,,,,,,
2003,Serdar Muhametberdiyev,Turkmenistan,,,,,,,,,,,,,
2003,Mekan Chariyev,Turkmenistan,,,,,,,,,,,,,
2002,Nagmat Nazarov,Turkmenistan,,,,,,,,,,,,,
2002,Gurbannazar Rejepov,Turkmenistan,,,,,,,,,,,,,
2002,Serdar Muhametberdiyev,Turkmenistan,,,,,,,,,,,,,
2000,Batir Recepow,Turkmenistan,,,,,,,,,,,,,
2000,Rustem Umarow Ibragimowic,Turkmenistan,,,,,,,,,,,,,
2000,Arslan Rejepow Gocmuradowic,Turkmenistan,,,,,,,,,,,,,
2000,Dowlet Babayew Abayewic,Turkmenistan,,,,,,,,,,,,,
