Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
,,,,,,,,,,,,,,,
1991,Denis Uvarov,Soviet Union,,145,72.50%,8/68,89.71%,Silver,,,,,,,
1991,Sergey Gershtein,Soviet Union,,136,68.00%,13/68,82.35%,Silver,,,,,,,
1991,Anton Soukhanov,Soviet Union,,132,66.00%,20/68,72.06%,Silver,,,,,,,
1990,Dmitry Feichtner-Kozlov,Soviet Union,,144,72.00%,4/100,97.00%,Gold,,,,,,,
1990,Georgy Datuashvili,Soviet Union,,127,63.50%,6/100,95.00%,Gold,,,,,,,
1990,Yuri Zaitsev,Soviet Union,,79,39.50%,26/100,75.00%,Bronze,,,,,,,
1990,Rein Varblane,Soviet Union,,,,,,,,,,,,,
1989,Andrius Cepaitis,Soviet Union,95,95.00%,2/46,97.83%,Gold,,,,,,,,
1989,Lev Novick,Soviet Union,80,80.00%,11/46,78.26%,Silver,,,,,,,,
1989,Ilya Dogolacky,Soviet Union,15,15.00%,36/46,23.91%,,,,,,,,,
1989,E. Ivanov,Soviet Union 2,30,30.00%,31/46,34.78%,,,,,,,,,
1989,I. Garanin,Soviet Union 2,27,27.00%,33/46,30.43%,,,,,,,,,
1989,I. Storozhuk,Soviet Union 2,15,15.00%,36/46,23.91%,,,,,,,,,
1989,Alexei Kolybin,Soviet Union 3,40,40.00%,28/46,41.30%,,,,,,,,,
1989,A. Andreev,Soviet Union 3,5,5.00%,42/46,10.87%,,,,,,,,,
1989,A. Sannikov,Soviet Union 3,5,5.00%,42/46,10.87%,,,,,,,,,
