Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
1996,Ivan Mihnevich,Belarus,,170,85.00%,24/220,89.55%,Silver,,,,,,,
1996,Pavel Langer,Belarus,,166,83.00%,32/220,85.91%,Silver,,,,,,,
1996,Vyacheslav Chernoi,Belarus,,18,9.00%,207/220,6.36%,,,,,,,,
1995,Sergey Sinkevich,Belarus,,120,60.00%,55/210,74.29%,Silver,,,,,,,
1995,Maxim Pashkevich,Belarus,,114,57.00%,67/210,68.57%,Bronze,,,,,,,
1995,Pavel Langer,Belarus,,111,55.50%,71/210,66.67%,Bronze,,,,,,,
1995,Ivan Mihnevich,Belarus,,63,31.50%,137/210,35.24%,,,,,,,,
1995,Marina Bogdanova,Belarus,,60,30.00%,140/210,33.81%,,,,,,,,
1994,Maxim Kouzmin,Belarus,,161,80.50%,7/189,96.83%,Gold,,,,,,,
1994,Alexey Baulin,Belarus,,66,33.00%,88/189,53.97%,Bronze,,,,,,,
1994,Sergey Sinkevich,Belarus,,,,,,,,,,,,,
1994,Maxim Pashkevich,Belarus,,,,,,,,,,,,,
1993,Vladimir Belyi,Belarus,,186,93.00%,11/155,93.55%,Gold,,,,,,,
1992,Vladimir Belyi,Belarus,,185,92.50%,30/171,83.04%,Silver,,,,,,,
1992,Sergey Gafourov,Belarus,,150,75.00%,64/171,63.16%,Bronze,,,,,,,
1992,Maxim Kouzmin,Belarus,,,,,,,,,,,,,
1992,Mikhail Vachkevitch,Belarus,,,,,,,,,,,,,
1991,Vladimir Svidersky,Belarus,,125,62.50%,25/68,64.71%,Bronze,,,,,,,
1991,Vladimir Belyi,Belarus,,96,48.00%,48/68,30.88%,,,,,,,,
1991,Vladimir Kabak,Belarus,,87,43.50%,50/68,27.94%,,,,,,,,
1990,Oleg Taborovets,Belarus,,90,45.00%,18/100,83.00%,Silver,,,,,,,
1990,Sergey Linev,Belarus,,72,36.00%,30/100,71.00%,Bronze,,,,,,,
1990,Aleksandr Naumov,Belarus,,,,,,,,,,,,,
1990,Valerij Hamenja,Belarus,,,,,,,,,,,,,
