Year,Name,Surname,Problem1,Problem2,Problem3,Problem4,Problem5,Problem6,Total,Rank,Award
2005,Dirk Johannes Jacobus,Oosthuizen,1,7,0,0,0,1,9,277,Honourable mention
2008,Ben-Eben,De Klerk,7,1,0,4,0,0,12,297,Honourable mention
2009,Greg,Jackson,7,4,0,0,0,0,11,314,Honourable mention
2009,Francois Jacobus,Conradie,7,3,0,1,0,0,11,314,Honourable mention
2022,Benjamin Frederick,Kleyn,7,3,0,7,1,1,19,328,Honourable mention
2015,Bronson,Rudner,7,2,0,1,1,0,11,322,Honourable mention
2007,Muhammad Saadiq,Moolla,3,1,0,7,0,0,11,293,Honourable mention
2000,Pieter,Mostert,7,1,0,1,0,0,9,260,Honourable mention
2023,Hugo,Bruwer,7,1,0,7,1,0,16,349,Honourable mention
2018,Taariq,Mowzer,7,2,0,2,0,1,12,338,Honourable mention
2018,Ralph,McDougall,7,2,0,2,1,0,12,338,Honourable mention
2018,Adri,Wessels,7,2,0,2,1,0,12,338,Honourable mention
2012,Junho,Son,7,1,0,3,0,0,11,315,Honourable mention
2004,Gerhard,du Toit,7,1,2,1,1,0,12,281,Honourable mention
2020,Emmanuel Michael,Rassou,7,2,0,3,0,0,12,358,Honourable mention
2019,Kgaogelo Benedict,Bopape,6,0,0,7,0,0,13,361,Honourable mention
2022,Youkyum,Kim,7,3,0,7,1,0,18,343,Honourable mention
2018,Timothy,Schlesinger,7,0,0,3,1,0,11,350,Honourable mention
2023,Moied,Baleg,7,1,0,7,0,0,15,366,Honourable mention
1995,David,Hatton,7,0,0,7,0,0,14,245,Honourable mention
2011,Dylan,Nelson,7,0,0,2,2,0,11,338,Honourable mention
2021,Emmanuel Michael,Rassou,7,0,0,0,0,0,7,372,Honourable mention
1998,David,Mee,1,7,1,0,0,0,9,253,Honourable mention
2007,Hendrie Louis,Uys,2,1,0,7,0,0,10,322,Honourable mention
2020,Kerry,Porrill,7,0,1,2,0,0,10,384,Honourable mention
2008,Haroon,Moolla,1,1,0,7,1,0,10,337,Honourable mention
2017,Aaron Jude,Naidu,7,1,0,2,3,0,13,390,Honourable mention
2013,Nashlen,Govindasamy,0,2,0,7,0,0,9,335,Honourable mention
2022,Minkyum,Kim,7,1,0,7,1,0,16,377,Honourable mention
2006,Henry Robert,Thackeray,3,1,0,7,0,0,11,319,Honourable mention
2006,Charles James,Bradshaw,7,1,0,2,1,0,11,319,Honourable mention
2008,Francois Jacobus,Conradie,1,1,0,7,0,0,9,346,Honourable mention
1997,David,Mee,1,0,0,7,1,0,9,299,Honourable mention
2007,Francois Jacobus,Conradie,7,1,0,1,0,0,9,344,Honourable mention
2007,Henry Robert,Thackeray,0,1,0,7,1,0,9,344,Honourable mention
2022,Emmanual Michael ,Rassou,7,7,0,0,1,0,15,394,Honourable mention
2022,Alex Dineo ,Sinclair-Smith,7,0,0,7,1,0,15,394,Honourable mention
2014,Bronson,Rudner,7,2,0,1,1,0,11,375,Honourable mention
